title,company,employment_type,job_level,category,salary_lower,salary_upper,salary_time_interval,roles,requirements
Analytics Consultant,ACCENTURE PTE LTD,"Permanent, Full Time",Professional,Consulting ,6000.0,12000.0,Monthly,"Are you interested in working with the best and the brightest in your field? Accenture Consulting offers you a chance to hone your skills, deepen your knowledge and pursue your passion as you work with professionals from across the entire Accenture organization—Strategy, Consulting, Digital, Technology and Operations—to help transform the world’s leading companies.   Accenture Consulting serves a global client base across more than 40 industries. With a focus on specific industries, you will be able to develop an understanding of business issues and applicable technologies, enabling you to create tailor-fit solutions for each client.   The Technology Consulting Practitioner advises upon, lead and work on high impact activities within the systems development lifecycle, and provide advisory work for the IT function itself.    Job Description   Digital and Analytics professionals define strategies and develop/deliver strategies and solutions for managing the capture, storage, security, revision control, retrieval, distribution, preservation and destruction of enterprise documents and content. Equip business users with rapid access to the information and services they need to work more efficiently, make better informed business decisions and enable their organizations to become more competitive.   A professional at this position level within Accenture has the following responsibilities:  Consistently build depth and breadth in technology expertise in Business Intelligence (BI) and Predictive analytics (PA) via mandated training, access to enterprise cutting edge engagements and working with Accenture client teams. Assist sales team with responses to RFI/RFPs and develop and presenting demonstrable material to support these efforts Provide expertise in BI and PA technology in combination with industry standard statistical techniques to implement solutions to meet customer needs, develop tools and assets to improve delivery and drive innovation in digital analytics. Evangelist and advocate in adoption of leading technologies / concepts in digital analytics. ","Are you interested in working with the best and the brightest in your field? Accenture Consulting offers you a chance to hone your skills, deepen your knowledge and pursue your passion as you work with professionals from across the entire Accenture organization—Strategy, Consulting, Digital, Technology and Operations—to help transform the world’s leading companies.   Accenture Consulting serves a global client base across more than 40 industries. With a focus on specific industries, you will be able to develop an understanding of business issues and applicable technologies, enabling you to create tailor-fit solutions for each client.   The Technology Consulting Practitioner advises upon, lead and work on high impact activities within the systems development lifecycle, and provide advisory work for the IT function itself.    Job Description   Digital and Analytics professionals define strategies and develop/deliver strategies and solutions for managing the capture, storage, security, revision control, retrieval, distribution, preservation and destruction of enterprise documents and content. Equip business users with rapid access to the information and services they need to work more efficiently, make better informed business decisions and enable their organizations to become more competitive.   A professional at this position level within Accenture has the following responsibilities:  Consistently build depth and breadth in technology expertise in Business Intelligence (BI) and Predictive analytics (PA) via mandated training, access to enterprise cutting edge engagements and working with Accenture client teams. Assist sales team with responses to RFI/RFPs and develop and presenting demonstrable material to support these efforts Provide expertise in BI and PA technology in combination with industry standard statistical techniques to implement solutions to meet customer needs, develop tools and assets to improve delivery and drive innovation in digital analytics. Evangelist and advocate in adoption of leading technologies / concepts in digital analytics. "
Lead Quantitative Risk Analyst – Commodity Trading Multinational,BLUECHIP PLATFORMS ASIA PTE. LTD.,Full Time,Senior Executive,"Banking and Finance, Information Technology",,,,"• Highly ambitious, fast growing commodity trading multinational  • Quantitative modelling, deal and options valuations a must  • Highly visible opportunity  This is a leading hard commodities trading multinational, with an established presence in Singapore as its Asia Pacific Regional Headquarters. Job Responsibilities Due to exciting developments in trading strategies, an opportunity for a high calibre Lead Quantitative Risk analyst has arisen to work closely with the commercial team.   Reporting to the Head of Risk, the Lead Quantitative Risk Analyst will be the subject matter expert for all quantitative risk matters. This includes modelling, valuation and formulating methodologies relating to trading strategies and performance tracking. Through the use of advance business intelligence methods, the Lead Analyst will combine the techniques for real time risk monitoring purposes. This will be a highly visible role as he/ she will also be the go-to representative for Asia quantitative risk.  Requirements/Qualifications The successful candidate must have a degree or Masters in a quantitative discipline, along with a minimum of 5 years in a physical trading or financial services environment in commodities risk management. Academic qualifications in CFA/ FRM will be a distinct advantage. You will also have proven track record of working in a highly complex trading environment with high volume of data. You will also be described as IT competent in the areas of R and Python. ","• Highly ambitious, fast growing commodity trading multinational  • Quantitative modelling, deal and options valuations a must  • Highly visible opportunity  This is a leading hard commodities trading multinational, with an established presence in Singapore as its Asia Pacific Regional Headquarters. Job Responsibilities Due to exciting developments in trading strategies, an opportunity for a high calibre Lead Quantitative Risk analyst has arisen to work closely with the commercial team.   Reporting to the Head of Risk, the Lead Quantitative Risk Analyst will be the subject matter expert for all quantitative risk matters. This includes modelling, valuation and formulating methodologies relating to trading strategies and performance tracking. Through the use of advance business intelligence methods, the Lead Analyst will combine the techniques for real time risk monitoring purposes. This will be a highly visible role as he/ she will also be the go-to representative for Asia quantitative risk.  Requirements/Qualifications The successful candidate must have a degree or Masters in a quantitative discipline, along with a minimum of 5 years in a physical trading or financial services environment in commodities risk management. Academic qualifications in CFA/ FRM will be a distinct advantage. You will also have proven track record of working in a highly complex trading environment with high volume of data. You will also be described as IT competent in the areas of R and Python. "
Microsoft Business Intelligence Administrator,SHAROBI TECHNOLOGIES (PRIVATE) LIMITED,Contract,Senior Executive,Information Technology,5800.0,7500.0,Monthly,"He/She will be a technical RUN expert for all MSBI instances in bank. As such, he/she will provide support and act as the last level of escalation point for all production support activities within the Grid team in Singapore. He/She is accountable for the overall health and stability of the technical solutions within his scope. He/She has to effectively work with technical peers such as architects, peer experts and project teams on technology road maps and projects. He/She will have control over the scope of technical activities, develop best practices, manage knowledge and ensure the necessary trainings are imparted to the team wherever applicable.  Job description:  • Assigns technical tasks and manages delegation for technical issues, • Has a role in supporting technical skills development and provides training when required, • supports new technologies and leverages them to provide consistency of service across streams, • provides technical direction, supports services both proactively and reactively to maintain the availability and reliability of system infrastructure in accordance to the SLA, • focuses on automation and optimum use of the team to improve efficiency, • is responsible for problem management and resolution As an experienced professional in MSBI he/she:  • Setup & Installation o Install and test SSIS Instance o Install and test SSAS Instance o Install, configure and test SSRS Instance o Install and test SCOM agents on BI Server o Configure Monitoring o Check & Resolve errors o Backup of components - Cubes / DTSX Files(SSIS) / SSRS Keys o Storage & Memory for SSAS Multidimensional Instances o Storage & Memory for SSAS Tabular Instances o Storage & Memory for SSAS Tabular Instances o Scheduling of SSIS package execution based CTRL-M o Perform Delivery on ASSEMBLY (automated operation by CTRL-M) o Perform Delivery on PRE-PROD (manual operation) o Perform Delivery on PROD (manual operation) o Troubleshoot issue on performance > First level of assessment o Troubleshoot issue with MOE > Second level of assessment o Work with DBA for DB optimization (STG, DWH, DMT) o Identify Resources consuming queries","He/She will be a technical RUN expert for all MSBI instances in bank. As such, he/she will provide support and act as the last level of escalation point for all production support activities within the Grid team in Singapore. He/She is accountable for the overall health and stability of the technical solutions within his scope. He/She has to effectively work with technical peers such as architects, peer experts and project teams on technology road maps and projects. He/She will have control over the scope of technical activities, develop best practices, manage knowledge and ensure the necessary trainings are imparted to the team wherever applicable.  Job description:  • Assigns technical tasks and manages delegation for technical issues, • Has a role in supporting technical skills development and provides training when required, • supports new technologies and leverages them to provide consistency of service across streams, • provides technical direction, supports services both proactively and reactively to maintain the availability and reliability of system infrastructure in accordance to the SLA, • focuses on automation and optimum use of the team to improve efficiency, • is responsible for problem management and resolution As an experienced professional in MSBI he/she:  • Setup & Installation o Install and test SSIS Instance o Install and test SSAS Instance o Install, configure and test SSRS Instance o Install and test SCOM agents on BI Server o Configure Monitoring o Check & Resolve errors o Backup of components - Cubes / DTSX Files(SSIS) / SSRS Keys o Storage & Memory for SSAS Multidimensional Instances o Storage & Memory for SSAS Tabular Instances o Storage & Memory for SSAS Tabular Instances o Scheduling of SSIS package execution based CTRL-M o Perform Delivery on ASSEMBLY (automated operation by CTRL-M) o Perform Delivery on PRE-PROD (manual operation) o Perform Delivery on PROD (manual operation) o Troubleshoot issue on performance > First level of assessment o Troubleshoot issue with MOE > Second level of assessment o Work with DBA for DB optimization (STG, DWH, DMT) o Identify Resources consuming queries"
Business Intelligence Analyst (BI Developer),JOBSTUDIO PTE. LTD.,Contract,Professional,Information Technology,5500.0,8000.0,Monthly," Create best practices for data visualization and well-illustrated graphs, tables, infographics, geographical map and reports. Good experiences in visualizing Spatial-Temporal data. Work with existing project team to determine best approach to communicating proprietary data and insights with an emphasis on accuracy/clarity in a clean, modern aesthetic. Conceptualize new dashboard templates Work with Tech specialists to connect databases to information analysis and visualization tools. Building and publishing customized interactive reports Develop and deliver new and innovative reporting, analytics solutions, data transformation and management processes. "," Create best practices for data visualization and well-illustrated graphs, tables, infographics, geographical map and reports. Good experiences in visualizing Spatial-Temporal data. Work with existing project team to determine best approach to communicating proprietary data and insights with an emphasis on accuracy/clarity in a clean, modern aesthetic. Conceptualize new dashboard templates Work with Tech specialists to connect databases to information analysis and visualization tools. Building and publishing customized interactive reports Develop and deliver new and innovative reporting, analytics solutions, data transformation and management processes. "
Senior Consultant Data Analytics,UNIMAS CONSULTING SOLUTIONS PTE. LTD.,"Contract, Full Time, Internship",Middle Management,Consulting ,6000.0,9000.0,Monthly,"BI/Data Analytics / FP&A, Management Reporting, ERP implementation Consultant Job Description Unimas Consulting Solutions, Singapore, is looking for Project Consultants/ managers versed in agile project management that can deliver business value to clients on Consulting and IT Implementation projects. We are currently looking for a Business Intelligence & Analytics Consultant with a functional profile to bridge the gap between Business and IT in order to deliver value-added predictive and descriptive analytics solutions to our clients. And all this across all business domains and industries: Manufacturing, CPG, FMCG, Agriculture, Pharma etc.   Within this role you will be part of our Digital Analytics practice working jointly with Strategy, FICO and Data structure and technology experts in Consulting and implementation projects. Analytics can be defined as the extensive use of data, statistical and quantitative analysis, explanatory and predictive models, and fact-based management decision making though KPIs, reporting and analysis to drive decisions and actions.   Major responsibilities would be   Building and maintaining the client relationship on both IT and business side. Lead/work within the Business / Data Analytics and Reporting Business practice Develop a team of consultants and solution delivery analysts for Data Analytics practice Work on clients projects in the area of Business Intelligence, Management reporting, KPI Dash boarding. Participate in the full lifecycle of an analytics or BI project: from gathering and understanding the end-user needs over creating the functional design, architecting the solution, supervising the detailed technical design and implementation, to preparing and executing the functional and product tests before handover Executing and reviewing assessment activities and maturity diagnostics on the analytics capability of a client (organization and processes, added-value analysis, application adequacy, IT capability) Participate in the development of strategies, operating models roadmaps and business cases for Analytics and BI solutions Contribute to Developing Unimas’s Research and knowledge capital, practice methodologies  Participating in business development efforts to secure new projects at new and existing clients Preferable exposure to Manufacturing and / or Agricultural Industry. Ability to Identify, assesses and solves complex business problems for area of responsibility, where analysis of situations or data requires an in-depth evaluation of variable factors Ability to influence senior management at a client and/or within Unimas on matters where they may need to gain acceptance on an alternate approach.   Provide consistent and clear communication between all project stakeholders, team members, Unimas members, client members Assist the sales department in creating proposals for prospects or existing clients Determine the approach to be used on the project Work with a business analyst to create a business analysis plan Define and document requirements from client stakeholders Prepare and lead Project review meetings Facilitate daily stand-up meetings Lead Process optimization and re-engineering Must be able to drive change management efforts as required by the project Monitor and track projects Prepare project communication plans Prepare and manage risk management plans Prepare and manage quality management plans Manage the project constraints of scope, time, budget, quality, risk, and resources Provide status reports to the executive sponsor or other stakeholders as required  Required Skills & Experience  Strong knowledge of SAP, Excel, Cognos and Hyperion would be preferable Worked / Managed in regional/global ERP implementation projects, with exposure to Top tier ERP softwares Bachelors / Masters degree in IT , Analytics Finance, Business administration, IT Systems Preferable PMP certification, preferred Agile/Scrum Master certification Good presentation and verbal and written communication skills Strong Personal responsibility, Pro-activeness and accountability Strong team facilitation, Time Management and problem solving skills Ability to work in an agile environment and with minimum supervision.  The ability to influence others, analyzing complex issues and delivering appropriate solutions Ability to travel, sometimes on short notice    ","BI/Data Analytics / FP&A, Management Reporting, ERP implementation Consultant Job Description Unimas Consulting Solutions, Singapore, is looking for Project Consultants/ managers versed in agile project management that can deliver business value to clients on Consulting and IT Implementation projects. We are currently looking for a Business Intelligence & Analytics Consultant with a functional profile to bridge the gap between Business and IT in order to deliver value-added predictive and descriptive analytics solutions to our clients. And all this across all business domains and industries: Manufacturing, CPG, FMCG, Agriculture, Pharma etc.   Within this role you will be part of our Digital Analytics practice working jointly with Strategy, FICO and Data structure and technology experts in Consulting and implementation projects. Analytics can be defined as the extensive use of data, statistical and quantitative analysis, explanatory and predictive models, and fact-based management decision making though KPIs, reporting and analysis to drive decisions and actions.   Major responsibilities would be   Building and maintaining the client relationship on both IT and business side. Lead/work within the Business / Data Analytics and Reporting Business practice Develop a team of consultants and solution delivery analysts for Data Analytics practice Work on clients projects in the area of Business Intelligence, Management reporting, KPI Dash boarding. Participate in the full lifecycle of an analytics or BI project: from gathering and understanding the end-user needs over creating the functional design, architecting the solution, supervising the detailed technical design and implementation, to preparing and executing the functional and product tests before handover Executing and reviewing assessment activities and maturity diagnostics on the analytics capability of a client (organization and processes, added-value analysis, application adequacy, IT capability) Participate in the development of strategies, operating models roadmaps and business cases for Analytics and BI solutions Contribute to Developing Unimas’s Research and knowledge capital, practice methodologies  Participating in business development efforts to secure new projects at new and existing clients Preferable exposure to Manufacturing and / or Agricultural Industry. Ability to Identify, assesses and solves complex business problems for area of responsibility, where analysis of situations or data requires an in-depth evaluation of variable factors Ability to influence senior management at a client and/or within Unimas on matters where they may need to gain acceptance on an alternate approach.   Provide consistent and clear communication between all project stakeholders, team members, Unimas members, client members Assist the sales department in creating proposals for prospects or existing clients Determine the approach to be used on the project Work with a business analyst to create a business analysis plan Define and document requirements from client stakeholders Prepare and lead Project review meetings Facilitate daily stand-up meetings Lead Process optimization and re-engineering Must be able to drive change management efforts as required by the project Monitor and track projects Prepare project communication plans Prepare and manage risk management plans Prepare and manage quality management plans Manage the project constraints of scope, time, budget, quality, risk, and resources Provide status reports to the executive sponsor or other stakeholders as required  Required Skills & Experience  Strong knowledge of SAP, Excel, Cognos and Hyperion would be preferable Worked / Managed in regional/global ERP implementation projects, with exposure to Top tier ERP softwares Bachelors / Masters degree in IT , Analytics Finance, Business administration, IT Systems Preferable PMP certification, preferred Agile/Scrum Master certification Good presentation and verbal and written communication skills Strong Personal responsibility, Pro-activeness and accountability Strong team facilitation, Time Management and problem solving skills Ability to work in an agile environment and with minimum supervision.  The ability to influence others, analyzing complex issues and delivering appropriate solutions Ability to travel, sometimes on short notice    "
"Analyst, Office Services",COLLIERS INTERNATIONAL (SINGAPORE) PTE LTD,Permanent,"Executive, Senior Executive",Real Estate / Property Management,3500.0,4500.0,Monthly,"General Summary of Responsibilities – an overview of the day-to-day role for the position of analyst will include, but is not limited to the following activities. Reporting directly to HOD. Data Collection & Analysis  Gather primary or secondary data from internal and external sources & platforms Analyze the data derived & build business intelligence across the market & target industries Identify key business opportunities through data and highlight to HOD Capture & analyze market-intel from team meetings, business intelligence and Practice Groups Update Quarterly Tenant Movement Tracker using Colliers’ internal database platform Ensure accuracy of, and update gathered data on Occupiers & Owners Develop a strong understanding on the usage of Colliers’ CRM system Oversee the day to day operations and maintenance of the department’ internal database  Content Developer & Coordination  Develop reporting and review documents to build a landscape of: 	 Market intel & activities Financial analysis templates Industry trends & intentions Market coverage of Colliers & Competitors The department pipeline Brokers activity & pipeline information Additional reporting tools as required and initiated   Work closely with the Research department and The Pitch Studio to ensure flow of content/information between the respective departments Take on the role of the main-coordinator overseeing the content collation process for major pitches/proposals Develop a strong knowledge in the usage of Colliers’ pitch tools Track internal meeting action points & ensure timely implementation by the respective stakeholders ","General Summary of Responsibilities – an overview of the day-to-day role for the position of analyst will include, but is not limited to the following activities. Reporting directly to HOD. Data Collection & Analysis  Gather primary or secondary data from internal and external sources & platforms Analyze the data derived & build business intelligence across the market & target industries Identify key business opportunities through data and highlight to HOD Capture & analyze market-intel from team meetings, business intelligence and Practice Groups Update Quarterly Tenant Movement Tracker using Colliers’ internal database platform Ensure accuracy of, and update gathered data on Occupiers & Owners Develop a strong understanding on the usage of Colliers’ CRM system Oversee the day to day operations and maintenance of the department’ internal database  Content Developer & Coordination  Develop reporting and review documents to build a landscape of: 	 Market intel & activities Financial analysis templates Industry trends & intentions Market coverage of Colliers & Competitors The department pipeline Brokers activity & pipeline information Additional reporting tools as required and initiated   Work closely with the Research department and The Pitch Studio to ensure flow of content/information between the respective departments Take on the role of the main-coordinator overseeing the content collation process for major pitches/proposals Develop a strong knowledge in the usage of Colliers’ pitch tools Track internal meeting action points & ensure timely implementation by the respective stakeholders "
Information Technology Business Analyst,OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD,Full Time,Middle Management,Information Technology,5500.0,7500.0,Monthly," 5+ years of experience as SAS Consultant in Business Intelligence application development, implementation and SAS programming, data integration, data analytics at financial, retail domains. Knowledge in Enterprise Fraud management, Online Fraud, ATM Fraud, Internal Fraud(Employee Fraud), Cross Channel Fraud. Knowledge in Enterprise Risk management, MAS and Enterprise Fraud Surveillance System. Knowledge in financial instruments (treasury products). Bonds, Swaps and Interest Rates and Money Market Instruments.  "," 5+ years of experience as SAS Consultant in Business Intelligence application development, implementation and SAS programming, data integration, data analytics at financial, retail domains. Knowledge in Enterprise Fraud management, Online Fraud, ATM Fraud, Internal Fraud(Employee Fraud), Cross Channel Fraud. Knowledge in Enterprise Risk management, MAS and Enterprise Fraud Surveillance System. Knowledge in financial instruments (treasury products). Bonds, Swaps and Interest Rates and Money Market Instruments.  "
"Manager, Artist and Label Marketing - Philippines",SPOTIFY SINGAPORE PTE. LTD.,Permanent,Manager,Others,100000.0,130000.0,Annually,"The Artist & Label Marketing team manages hundreds of creator and label relationships across the globe with a network of Manager's in different Spotify territories. This position will serve as primary point of contact for our partners, specifically in the Philippines, but also working with international teams.   What you’ll do  You will provide the best possible service to rights holders with regard to artist marketing, business intelligence and maximizing revenue You will identify, develop and execute unique marketing initiatives by leveraging artist and label relationships from the Philippines market You will provide strategic and financial insights and develop best practice in order to help label partners from the Philippines achieve and build on revenue targets You will assure timely and correct delivery and publishing of new content. Resolve any operational matters that may affect your label partners You will offer guidance and insight into service functionality towards the music industry You will analyze streaming data to identify emerging artists and music trends You will act as liaison between Spotify and artist / label partners You will connect other Spotify teams with the music industry to help drive and execute opportunities driven by Spotify and our partners ","The Artist & Label Marketing team manages hundreds of creator and label relationships across the globe with a network of Manager's in different Spotify territories. This position will serve as primary point of contact for our partners, specifically in the Philippines, but also working with international teams.   What you’ll do  You will provide the best possible service to rights holders with regard to artist marketing, business intelligence and maximizing revenue You will identify, develop and execute unique marketing initiatives by leveraging artist and label relationships from the Philippines market You will provide strategic and financial insights and develop best practice in order to help label partners from the Philippines achieve and build on revenue targets You will assure timely and correct delivery and publishing of new content. Resolve any operational matters that may affect your label partners You will offer guidance and insight into service functionality towards the music industry You will analyze streaming data to identify emerging artists and music trends You will act as liaison between Spotify and artist / label partners You will connect other Spotify teams with the music industry to help drive and execute opportunities driven by Spotify and our partners "
"Manager, Artist and Label Services - Indonesia",SPOTIFY SINGAPORE PTE. LTD.,Permanent,Manager,Others,100000.0,130000.0,Annually,"The Artist & Label Marketing Manager will focus on developing and maintaining excellent relationships with Spotify’s content providers by enabling them to maximise the service as both a sales and promotional platform. What you’ll do  You will provide the best possible service to rights holders with regard to artist marketing, business intelligence and maximizing revenue You will identify, develop and execute unique marketing initiatives by leveraging artist and label relationships You will provide strategic and financial insights and develop best practice in order to help label partners achieve and build on revenue targets You will assure timely and correct delivery and publishing of new content. Resolve any operational matters that may affect your label partners You will offer guidance and insight into service functionality towards the music industry You will analyze streaming data to identify emerging artists and music trends You will act as liaison between Spotify and artist / label partners You will connect other Spotify teams with the music industry to help drive and execute opportunities driven by Spotify and our partners ","The Artist & Label Marketing Manager will focus on developing and maintaining excellent relationships with Spotify’s content providers by enabling them to maximise the service as both a sales and promotional platform. What you’ll do  You will provide the best possible service to rights holders with regard to artist marketing, business intelligence and maximizing revenue You will identify, develop and execute unique marketing initiatives by leveraging artist and label relationships You will provide strategic and financial insights and develop best practice in order to help label partners achieve and build on revenue targets You will assure timely and correct delivery and publishing of new content. Resolve any operational matters that may affect your label partners You will offer guidance and insight into service functionality towards the music industry You will analyze streaming data to identify emerging artists and music trends You will act as liaison between Spotify and artist / label partners You will connect other Spotify teams with the music industry to help drive and execute opportunities driven by Spotify and our partners "
Data Analyst,JONES LANG LASALLE PROPERTY CONSULTANTS PTE LTD,Permanent,Executive,Real Estate / Property Management,5000.0,7000.0,Monthly,"About JLL  We’re JLL. We’re a professional services and investment management firm specializing in real estate. We help organizations around the world achieve their ambitions by owning, occupying and investing in real estate. We’re a Fortune 500 company. We work across 80 countries, in 280 different offices, with a team of over 77,000 individuals. And we look after a property portfolio of over 4bn square feet, all on behalf of our clients. If you’re looking to step up your career, JLL is the perfect professional home. At JLL, you’ll have a chance to innovate with the world’s leading businesses, put that expertise into action on landmark projects, and work on game-changing real estate initiatives. You’ll also make long-lasting professional connections through sharing different perspectives, and you’ll be inspired by the best. We’re focused on opportunity and want to help you make the most of yours. Achieve your ambitions – join us at JLL!  We are looking for a Data Analyst (Portfolio Planning). You will be located on site at a global tech client site near Pasir Panjang MRT.  What this job involves: Essential duties of this role includes accurately and completely extrapolate data and create reports, charts and summaries using statistical facts and figures; ability to summarize information verbally and in writing when required. You will need to work with on-site team to explain data trends and anomalies. You are expected to create custom views, adhoc analysis, dashboards and report sets utilizing business intelligence and query tools; validate and test data used in all reporting; and work with on-site management to design and execute analyses focused on specific problems or programs. The ideal candidate must thrive in a fast-paced and dynamic environment.   You will be involved in performing general day-to-day data operations including designing & executing ETL processes, running data integrity validation and management of databases and working with on-site team to obtain necessary information and ensure system accuracy.   Some travel may be required. You will be located on site at a global tech client site near Pasir Panjang MRT.","About JLL  We’re JLL. We’re a professional services and investment management firm specializing in real estate. We help organizations around the world achieve their ambitions by owning, occupying and investing in real estate. We’re a Fortune 500 company. We work across 80 countries, in 280 different offices, with a team of over 77,000 individuals. And we look after a property portfolio of over 4bn square feet, all on behalf of our clients. If you’re looking to step up your career, JLL is the perfect professional home. At JLL, you’ll have a chance to innovate with the world’s leading businesses, put that expertise into action on landmark projects, and work on game-changing real estate initiatives. You’ll also make long-lasting professional connections through sharing different perspectives, and you’ll be inspired by the best. We’re focused on opportunity and want to help you make the most of yours. Achieve your ambitions – join us at JLL!  We are looking for a Data Analyst (Portfolio Planning). You will be located on site at a global tech client site near Pasir Panjang MRT.  What this job involves: Essential duties of this role includes accurately and completely extrapolate data and create reports, charts and summaries using statistical facts and figures; ability to summarize information verbally and in writing when required. You will need to work with on-site team to explain data trends and anomalies. You are expected to create custom views, adhoc analysis, dashboards and report sets utilizing business intelligence and query tools; validate and test data used in all reporting; and work with on-site management to design and execute analyses focused on specific problems or programs. The ideal candidate must thrive in a fast-paced and dynamic environment.   You will be involved in performing general day-to-day data operations including designing & executing ETL processes, running data integrity validation and management of databases and working with on-site team to obtain necessary information and ensure system accuracy.   Some travel may be required. You will be located on site at a global tech client site near Pasir Panjang MRT."
Business Intelligence Manager,FOODPANDA SINGAPORE PTE. LTD.,Full Time,Manager,Information Technology,4000.0,6000.0,Monthly,"  Supporting the Management in their analytical needs across all departments (Operations, Commercial, Marketing, Finance)   Monitoring KPIs of the business, identifying causes/trends and drive data-based decision-making through insightful reports   Modelizing cost and profit direction of the business   Creating procedures regarding collecting, critically evaluating and screening data   Extending knowledge of Business Intelligence to provide ongoing refinement of processes to improve operations  ","  Supporting the Management in their analytical needs across all departments (Operations, Commercial, Marketing, Finance)   Monitoring KPIs of the business, identifying causes/trends and drive data-based decision-making through insightful reports   Modelizing cost and profit direction of the business   Creating procedures regarding collecting, critically evaluating and screening data   Extending knowledge of Business Intelligence to provide ongoing refinement of processes to improve operations  "
Business Intelligence & Insights Analyst,GP NETWORK ASIA PTE. LTD.,Full Time,Executive,Others,7000.0,10000.0,Monthly,"Job Description: Solving critical transportation challenges and making transport freedom a reality, Grab is Southeast Asia's leading ride-hailing platform that is impacting over 630 million people in Southeast Asia. Started in 2012 as as a taxi-hailing app, Grab has since extended its product platform to include private car services (GrabCar), motorcycle taxis (GrabBike), social carpooling (GrabHitch) and last mile delivery (GrabExpress). Emerging from this dominance in transport is the opportunity to build Southeast Asia’s largest payments platform, GrabPay. Today, GrabPay is the highest frequency transaction platform in Southeast Asia. In what is largely a cash-based society, Grab is at the forefront pushing cashless technology development and adoption across the region. We look towards making seamless mobile payments a reality in Southeast Asia.   About the GrabPay team The Business Intelligence and Insights team performs a critical function within the GrabPay team. You will work on one of the largest and most fascinating fin-tech datasets in Southeast Asia to solve challenging problems as we build the first regional mobile payments platform.  The Business Intelligence and Insights team are vital analytical partners to our teams on-the-ground, providing them with much-needed market and user insights to plan and execute better. You will have access to an entire suite of business intelligence tools, using them to analyse performance, pin-point challenges, and craft solutions to drive user adoption and growth. You will also help design and execute user and market research to influence product strategy. If you're looking to use data and research to help analyse business strategy and execution, this is your opportunity.  You'll get to:   Assist and lead end-to-end data analysis projects for the GrabPay team; identifying issues, segmenting and profiling users, gathering market information, analysing data, and interpreting patterns and trends with the purpose of generating insights to inform both critical strategic direction and daily operational decisions alike. Build strong relationships with management; translate data speak to human speak in order to effectively conceptualise analysis and propose solutions to business stakeholders with the purpose of enhancing operational performance. Design and execute user and market research to influence product strategy. Collaborate with product, engineers and partnerships to manage business intelligence tools and identify new opportunities to expand Grab’s universe of data by identifying and collecting adjacent data to enrich insights ","Job Description: Solving critical transportation challenges and making transport freedom a reality, Grab is Southeast Asia's leading ride-hailing platform that is impacting over 630 million people in Southeast Asia. Started in 2012 as as a taxi-hailing app, Grab has since extended its product platform to include private car services (GrabCar), motorcycle taxis (GrabBike), social carpooling (GrabHitch) and last mile delivery (GrabExpress). Emerging from this dominance in transport is the opportunity to build Southeast Asia’s largest payments platform, GrabPay. Today, GrabPay is the highest frequency transaction platform in Southeast Asia. In what is largely a cash-based society, Grab is at the forefront pushing cashless technology development and adoption across the region. We look towards making seamless mobile payments a reality in Southeast Asia.   About the GrabPay team The Business Intelligence and Insights team performs a critical function within the GrabPay team. You will work on one of the largest and most fascinating fin-tech datasets in Southeast Asia to solve challenging problems as we build the first regional mobile payments platform.  The Business Intelligence and Insights team are vital analytical partners to our teams on-the-ground, providing them with much-needed market and user insights to plan and execute better. You will have access to an entire suite of business intelligence tools, using them to analyse performance, pin-point challenges, and craft solutions to drive user adoption and growth. You will also help design and execute user and market research to influence product strategy. If you're looking to use data and research to help analyse business strategy and execution, this is your opportunity.  You'll get to:   Assist and lead end-to-end data analysis projects for the GrabPay team; identifying issues, segmenting and profiling users, gathering market information, analysing data, and interpreting patterns and trends with the purpose of generating insights to inform both critical strategic direction and daily operational decisions alike. Build strong relationships with management; translate data speak to human speak in order to effectively conceptualise analysis and propose solutions to business stakeholders with the purpose of enhancing operational performance. Design and execute user and market research to influence product strategy. Collaborate with product, engineers and partnerships to manage business intelligence tools and identify new opportunities to expand Grab’s universe of data by identifying and collecting adjacent data to enrich insights "
