title,company,employment_type,job_level,category,salary_lower,salary_upper,salary_time_interval,roles,requirements
Senior Data Scientist,SHOPEE SINGAPORE PRIVATE LIMITED,"Permanent, Full Time",Executive,Information Technology,9000.0,17600.0,Monthly,"Responsibilities:   Develop and enhance data infrastructure using frameworks such as Hadoop, SPARK and Flume Design and build new data models and architects that will provide intuitive analytics Design and build reliable data pipelines that will efficiently move data to our Data Warehouse Design and develop new systems and tools that will enable teams to utilise, understand and process data at faster speeds       ","Responsibilities:   Develop and enhance data infrastructure using frameworks such as Hadoop, SPARK and Flume Design and build new data models and architects that will provide intuitive analytics Design and build reliable data pipelines that will efficiently move data to our Data Warehouse Design and develop new systems and tools that will enable teams to utilise, understand and process data at faster speeds       "
Data Scientist,SHOPEE SINGAPORE PRIVATE LIMITED,"Permanent, Full Time",Executive,Information Technology,3800.0,7500.0,Monthly,"Responsibilities:   Develop and enhance data infrastructure using frameworks such as Hadoop, SPARK and Flume Design and build new data models and architects that will provide intuitive analytics Design and build reliable data pipelines that will efficiently move data to our Data Warehouse Design and develop new systems and tools that will enable teams to utilise, understand and process data at faster speeds       ","Responsibilities:   Develop and enhance data infrastructure using frameworks such as Hadoop, SPARK and Flume Design and build new data models and architects that will provide intuitive analytics Design and build reliable data pipelines that will efficiently move data to our Data Warehouse Design and develop new systems and tools that will enable teams to utilise, understand and process data at faster speeds       "
"VP  /  AVP, Data Scientist, Investment and Trading Technology, Technology and Operations  (180002YF)",DBS BANK LTD.,"Permanent, Full Time",Manager,Banking and Finance,6500.0,13000.0,Monthly," Selecting features, building and optimizing classifiers using machine learning techniques Data mining using state-of-the-art methods Enhancing data collection procedures to include information that is relevant for building analytic systems Processing, cleansing, and verifying the integrity of data used for analysis Doing ad-hoc analysis and presenting results in a clear manner "," Selecting features, building and optimizing classifiers using machine learning techniques Data mining using state-of-the-art methods Enhancing data collection procedures to include information that is relevant for building analytic systems Processing, cleansing, and verifying the integrity of data used for analysis Doing ad-hoc analysis and presenting results in a clear manner "
Senior Data Scientist,MICROSEC PTE. LTD.,Full Time,Professional,Engineering,5500.0,7500.0,Monthly,"Responsibilities: 1. Developing, enhancing, automating, and managing analytics models for anomaly detection.  2. Run those models into production environment with static as well as distributed databases. 3. Should have experience in GPU based acceleration for machine learning.  4. Experience with Tensorlow, LSTM and other models. 5. Experience in Python and Linux DevOps environment. 6. Exploring and evaluating new digital tools and techniques to improve the team’s operational capabilities 7. Serve at Subject Matter Expert (SME) for technical knowledge of machine learning techniques  8. Provide engineering support of key testing activities, including support of laboratory and field testing activities","Responsibilities: 1. Developing, enhancing, automating, and managing analytics models for anomaly detection.  2. Run those models into production environment with static as well as distributed databases. 3. Should have experience in GPU based acceleration for machine learning.  4. Experience with Tensorlow, LSTM and other models. 5. Experience in Python and Linux DevOps environment. 6. Exploring and evaluating new digital tools and techniques to improve the team’s operational capabilities 7. Serve at Subject Matter Expert (SME) for technical knowledge of machine learning techniques  8. Provide engineering support of key testing activities, including support of laboratory and field testing activities"
Techonology Analyst (Machine Learning Engineer),TECHCOM SOLUTIONS & CONSULTANCY PTE. LTD.,"Contract, Full Time",Middle Management,"Banking and Finance, Information Technology",5500.0,7000.0,Monthly," To bring cutting edge machine learning models into production together with a multidisciplinary team of data scientist, software development engineers, strategic partners, product managers and subject domain experts. At least 4 years of working experience in building production quality and large scale deployment of applications related to machine learning. Responsible for ensuring that ML models and pipelines are deployed successfully into production Design technical architecture for applications using ML models Deploy applications to AWS' cloud leveraging on the full spectrum of the AWS cloud services Automate model training, testing and deployment using Continuous Integration/Continuous Delivery (CI/CD) Create and implement metrics to verify effectiveness and soundness of the ML model Strong programming fundamentals in at least one object oriented programming language (Python, Java, Scala, C++ etc.) Solid background in algorithms and data structures  Mandatory Skills:  Machine learning modelling, AWS cloud services, Programming languages (C, C++, Java, Python)   "," To bring cutting edge machine learning models into production together with a multidisciplinary team of data scientist, software development engineers, strategic partners, product managers and subject domain experts. At least 4 years of working experience in building production quality and large scale deployment of applications related to machine learning. Responsible for ensuring that ML models and pipelines are deployed successfully into production Design technical architecture for applications using ML models Deploy applications to AWS' cloud leveraging on the full spectrum of the AWS cloud services Automate model training, testing and deployment using Continuous Integration/Continuous Delivery (CI/CD) Create and implement metrics to verify effectiveness and soundness of the ML model Strong programming fundamentals in at least one object oriented programming language (Python, Java, Scala, C++ etc.) Solid background in algorithms and data structures  Mandatory Skills:  Machine learning modelling, AWS cloud services, Programming languages (C, C++, Java, Python)   "
Senior Machine Learning Engineer,TECHCOM SOLUTIONS ASIA PACIFIC PTE. LTD.,"Contract, Full Time",Professional,Information Technology,5500.0,7500.0,Monthly,"To bring cutting edge machine learning models into production together with a multidisciplinary team of data scientist, software development engineers, strategic partners, product managers and subject domain experts.","To bring cutting edge machine learning models into production together with a multidisciplinary team of data scientist, software development engineers, strategic partners, product managers and subject domain experts."
Data Scientist,Company Undisclosed,"Contract, Full Time",Executive,Information Technology,6000.0,8000.0,Monthly," Collaborate with stakeholders to understand their needs/pain points to design solutions to be used for streamlining operations or developing solutions for citizens Build and manage entire end-to-end lifecycle of scoping of data inputs, data cleaning and preprocessing, feature engineering, building models, deploying to production and improving models by iterations Contribute to the data architecture engineering decisions to support analytics   "," Collaborate with stakeholders to understand their needs/pain points to design solutions to be used for streamlining operations or developing solutions for citizens Build and manage entire end-to-end lifecycle of scoping of data inputs, data cleaning and preprocessing, feature engineering, building models, deploying to production and improving models by iterations Contribute to the data architecture engineering decisions to support analytics   "
"SVP / VP, Lead Data Scientist, Group Consumer Banking and Big Data Analytics Tech (180003Y7)",DBS BANK LTD.,"Permanent, Full Time",Senior Management,Banking and Finance,9500.0,18000.0,Monthly,"Job Purpose The Lead Data Scientist manages a team of data scientists within Consumer Banking Group Technology, Big Data & Analytics Technology division to drive value for the business by leveraging machine learning.  He/ She will have opportunities to work on various projects that provide data-driven insights that enable enhanced capabilities in the areas of business growth, risk management, productivity etc.  Also, he/she will be responsible to lead a team of ML engineers that will work with data scientists to create, optimize and productionize of machine learning models for various business units within the organization. Keep innovating and optimizing data and machine learning workflow to enable data-driven business activities at large scale.   Responsibilities  Lead, guide, and manage the team of data scientists Overall accountable for the team’s delivery of data science projects that drive value for business Establish, apply and maintain best practices and principles of machine learning engineering. Manage and guide a team of ML engineers that work with data scientists to build end-to-end machine learning and analytics solution to solve business challenges Manage and guide a team of experienced data scientists to drive projects and be accountable for the output of the team Partner with business stakeholders to understand needs and identify opportunities to apply data science Frame this opportunity as a data science problem, formulating hypotheses and techniques for experimentation Oversee the process of data exploration & preparation, the conduct of experiments, review of model performance, and presentation of results to business stakeholders for their feedback Lead the presentation of key insights to management with actionable recommendations Manage the team to facilitate deployment of finalised solutions to production environment Oversee the ongoing monitoring of model performance, and the process of model retraining if necessary ","Job Purpose The Lead Data Scientist manages a team of data scientists within Consumer Banking Group Technology, Big Data & Analytics Technology division to drive value for the business by leveraging machine learning.  He/ She will have opportunities to work on various projects that provide data-driven insights that enable enhanced capabilities in the areas of business growth, risk management, productivity etc.  Also, he/she will be responsible to lead a team of ML engineers that will work with data scientists to create, optimize and productionize of machine learning models for various business units within the organization. Keep innovating and optimizing data and machine learning workflow to enable data-driven business activities at large scale.   Responsibilities  Lead, guide, and manage the team of data scientists Overall accountable for the team’s delivery of data science projects that drive value for business Establish, apply and maintain best practices and principles of machine learning engineering. Manage and guide a team of ML engineers that work with data scientists to build end-to-end machine learning and analytics solution to solve business challenges Manage and guide a team of experienced data scientists to drive projects and be accountable for the output of the team Partner with business stakeholders to understand needs and identify opportunities to apply data science Frame this opportunity as a data science problem, formulating hypotheses and techniques for experimentation Oversee the process of data exploration & preparation, the conduct of experiments, review of model performance, and presentation of results to business stakeholders for their feedback Lead the presentation of key insights to management with actionable recommendations Manage the team to facilitate deployment of finalised solutions to production environment Oversee the ongoing monitoring of model performance, and the process of model retraining if necessary "
Data Scientist,CAPGEMINI SINGAPORE PTE. LTD.,"Permanent, Contract",Professional,Information Technology,7000.0,10000.0,Monthly,"   Work with stakeholders to understand the business use case/concept, brainstorm and recommend the statistical/predictive model, and develop it on the available statistical modeling tools. Use the company database to develop data set for data modeling, mining and production. It includes basic data engineering skills. Coordinate with different functional teams to implement models and monitor outcomes. Develop processes and tools to monitor and analyze model performance and data accuracy ","   Work with stakeholders to understand the business use case/concept, brainstorm and recommend the statistical/predictive model, and develop it on the available statistical modeling tools. Use the company database to develop data set for data modeling, mining and production. It includes basic data engineering skills. Coordinate with different functional teams to implement models and monitor outcomes. Develop processes and tools to monitor and analyze model performance and data accuracy "
"SVP / VP, Senior Data Scientist, Data & Transformation, Technology and Operations (1800039X)",DBS BANK LTD.,"Permanent, Full Time","Senior Management, Middle Management",Banking and Finance,9500.0,19000.0,Monthly," Drive enterprise strategy on testing and production deployment of machine learning and AI products  Drive the discussion between data science and IT on the architecture and solution design to ensure production and deployment is fully considered Drive the testing and deployment of the machine learning products into production Lead the requirement gathering and release road map for analytic platform features Develop enterprise standards and practice on testing and production deployment of machine learning and AI products Drive the adoption of software development practice in data science teams, such as agile development, software development life cycle (SDLC), continues improvement and continues deployment (CI/CD) and testing strategy. "," Drive enterprise strategy on testing and production deployment of machine learning and AI products  Drive the discussion between data science and IT on the architecture and solution design to ensure production and deployment is fully considered Drive the testing and deployment of the machine learning products into production Lead the requirement gathering and release road map for analytic platform features Develop enterprise standards and practice on testing and production deployment of machine learning and AI products Drive the adoption of software development practice in data science teams, such as agile development, software development life cycle (SDLC), continues improvement and continues deployment (CI/CD) and testing strategy. "
"AVP  /  Senior Associate, Data Analyst, Analytic Center of Excellence, Transformation Grp (180003G5)",DBS BANK LTD.,"Permanent, Full Time","Manager, Senior Executive",Banking and Finance,5500.0,11000.0,Monthly,"Job Purpose The data analyst will provide the big data analytic support to the Analytic Center of Excellence. He will partner with business and project leader to discover, analyse and process the data to develop analytic and data science solutions. This position allows those with strong data analytic skill and theoretical understanding of advanced analytic algorithms but lack of hands on experience in advanced analytics to learn and prepare for the role of data scientist - advanced analytics in the future. Responsibilities   Identify, profile, analyze and present the data discovery output for analytic projects Develop data ingestion pipeline and create the analytic data assets for analytic projects Work with data engineer to enhance the analytic data infrastructure and develop enterprise analytic data mart Perform data wrangling and feature engineering for machine learning Create helper functions to automate frequently encountered wrangling and feature engineering tasks ","Job Purpose The data analyst will provide the big data analytic support to the Analytic Center of Excellence. He will partner with business and project leader to discover, analyse and process the data to develop analytic and data science solutions. This position allows those with strong data analytic skill and theoretical understanding of advanced analytic algorithms but lack of hands on experience in advanced analytics to learn and prepare for the role of data scientist - advanced analytics in the future. Responsibilities   Identify, profile, analyze and present the data discovery output for analytic projects Develop data ingestion pipeline and create the analytic data assets for analytic projects Work with data engineer to enhance the analytic data infrastructure and develop enterprise analytic data mart Perform data wrangling and feature engineering for machine learning Create helper functions to automate frequently encountered wrangling and feature engineering tasks "
Data Scientist,ALPHATECH BUSINESS SOLUTIONS PTE. LTD.,"Permanent, Full Time",Professional,Information Technology,5500.0,8000.0,Monthly,"·       Use machine learning and analytical techniques to build prediction models for different use cases. ·       Design, develop and test advanced models for predictive behavior. ·       Co-operate with software engineering teams to drive real-time model implementations and new feature creations. ·       Design efficient, scalable, automated processes for large scale data analyses, model development, model validation and model implementation ·       Research and evaluate pioneering machine learning and statistical model Requirement","·       Use machine learning and analytical techniques to build prediction models for different use cases. ·       Design, develop and test advanced models for predictive behavior. ·       Co-operate with software engineering teams to drive real-time model implementations and new feature creations. ·       Design efficient, scalable, automated processes for large scale data analyses, model development, model validation and model implementation ·       Research and evaluate pioneering machine learning and statistical model Requirement"
DATA ENGINEER,CHARLES & KEITH (SINGAPORE) PTE. LTD.,Full Time,Executive,Information Technology,5000.0,6000.0,Monthly,"We are looking for a savvy Software turned Data Engineer to join our growing Data Engineering team. The ideal candidate is an experienced data pipeline builder and data wrangler who enjoys optimizing data systems and building them from the ground up. He/She will be responsible for designing, expanding and optimizing our data and data pipeline architecture, as well as optimizing data flow and collection for cross functional teams. Supporting our software developers, data architect, data analysts and data scientists on organisation wide data initiatives, he/she will ensure optimal data delivery that is consistent throughout ongoing projects. Self-directed and comfortable supporting the data needs of multiple teams, systems and products, he/she will be excited by the prospect of optimizing or even re-designing our organisation’s data architecture with architect to support our next generation of products and data initiatives. Roles & Responsibilities  Create and maintain optimal data pipeline architecture Assemble large, complex data sets that meet functional / non-functional business requirements Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, collaborate with infra team to re-designing infrastructure for greater scalability and stability Collaborate with infrastructure team for provisioning required infrastructure for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and ‘big data’ technologies Work with stakeholders including the Executive, Product, Data and Design teams to assist with data-related technical issues and support their data needs Keep our data separated and secure across national boundaries through multiple data centres and AWS regions Create data tools for analytics and data scientist team members that assist them in building and optimizing models which enables us as an innovative industry leader. Work with data and analytics experts to strive for greater functionality in our data systems Build tools from ground up that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency and other key business performance metrics     ","We are looking for a savvy Software turned Data Engineer to join our growing Data Engineering team. The ideal candidate is an experienced data pipeline builder and data wrangler who enjoys optimizing data systems and building them from the ground up. He/She will be responsible for designing, expanding and optimizing our data and data pipeline architecture, as well as optimizing data flow and collection for cross functional teams. Supporting our software developers, data architect, data analysts and data scientists on organisation wide data initiatives, he/she will ensure optimal data delivery that is consistent throughout ongoing projects. Self-directed and comfortable supporting the data needs of multiple teams, systems and products, he/she will be excited by the prospect of optimizing or even re-designing our organisation’s data architecture with architect to support our next generation of products and data initiatives. Roles & Responsibilities  Create and maintain optimal data pipeline architecture Assemble large, complex data sets that meet functional / non-functional business requirements Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, collaborate with infra team to re-designing infrastructure for greater scalability and stability Collaborate with infrastructure team for provisioning required infrastructure for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and ‘big data’ technologies Work with stakeholders including the Executive, Product, Data and Design teams to assist with data-related technical issues and support their data needs Keep our data separated and secure across national boundaries through multiple data centres and AWS regions Create data tools for analytics and data scientist team members that assist them in building and optimizing models which enables us as an innovative industry leader. Work with data and analytics experts to strive for greater functionality in our data systems Build tools from ground up that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency and other key business performance metrics     "
