title,company,employment_type,job_level,category,salary_lower,salary_upper,salary_time_interval,roles,requirements
Digital Marketing /  Marketing Manager,REALID (SG) PTE. LTD.,Full Time,Manager,"Banking and Finance, Marketing / Public Relations ",4000.0,6000.0,Monthly,"We are a fast-growing digital identity tech start-up funded by ex-Tencent co-founder. Powered by blockchain, facial recognition/artificial intelligence and machine learning technologies, Real ID’s business and consumer tech solutions allow fast, simple and secure digital identity transaction and verification for everyday service onboarding. We are looking for a results-driven and forward-thinking marketer to own, ideate and implement effective B2B2C marketing programs to drive REAL ID’s exciting rebrand and growth strategy. The ideal candidate is product-savvy and skilled at driving brand awareness and demand generation through digital / integrated marketing. This newly created role is a great progression opportunity for any driven and talented marketer to be the go-to marketing leader for REAL ID - to shape the brand and aggressively grow the business globally. Key Responsibilities  Work directly with CEO, Marketing Director and other key stakeholders in Singapore and China to establish and implement go-to-market strategy (Singapore & ASEAN countries as priority) Create, manage and experiment with demand generation campaigns via online and offline channels to drive growth, engagement, and conversion Manage all aspects of digital marketing including website development, marketing automation, SEO & SEM, paid marketing, social media etc Plan and manage participation in conferences, tradeshows and hosted events Work with agency and support PR initiatives as required Analyse and report performance of all marketing campaigns and assess against goals Keep up to date and provide ongoing insights on relevant competition, blockchain, digital identity and MarTech/marketing trends  Support other marketing activities for REAL ID and its affiliate company as required ","We are a fast-growing digital identity tech start-up funded by ex-Tencent co-founder. Powered by blockchain, facial recognition/artificial intelligence and machine learning technologies, Real ID’s business and consumer tech solutions allow fast, simple and secure digital identity transaction and verification for everyday service onboarding. We are looking for a results-driven and forward-thinking marketer to own, ideate and implement effective B2B2C marketing programs to drive REAL ID’s exciting rebrand and growth strategy. The ideal candidate is product-savvy and skilled at driving brand awareness and demand generation through digital / integrated marketing. This newly created role is a great progression opportunity for any driven and talented marketer to be the go-to marketing leader for REAL ID - to shape the brand and aggressively grow the business globally. Key Responsibilities  Work directly with CEO, Marketing Director and other key stakeholders in Singapore and China to establish and implement go-to-market strategy (Singapore & ASEAN countries as priority) Create, manage and experiment with demand generation campaigns via online and offline channels to drive growth, engagement, and conversion Manage all aspects of digital marketing including website development, marketing automation, SEO & SEM, paid marketing, social media etc Plan and manage participation in conferences, tradeshows and hosted events Work with agency and support PR initiatives as required Analyse and report performance of all marketing campaigns and assess against goals Keep up to date and provide ongoing insights on relevant competition, blockchain, digital identity and MarTech/marketing trends  Support other marketing activities for REAL ID and its affiliate company as required "
"Senior Assistant Director, Survey Design and Analytics (Manpower Research and Statistics Department) - Contract",Ministry of Manpower,Full Time,Manager,Public / Civil Service,,,,"Role Purpose
To design, plan, co-ordinate and manage large scale national surveys, including the development of data definitions, design of questionnaires, sample designs for households and establishment survey. To provide advisory on the data and statistical techniques that are suitable for the purpose of research as well as spotting erroneous interpretation or weakness in data analysis, and to study on different operation aspects to identify opportunities for improvements and productivity gains.
Responsibilities
Being part of a well-established manpower statistical agency, you will lead design, plan and manage large-scale national surveys. You will develop definitions for data items, train and guide staff on statistical coding and classification. Through awareness of best practices supplemented by qualitative research, you will enhance operational and technological processes to keep pace with today’s fast-changing environment. In addition, the candidate is required to lead technology initiatives which aim to enhance survey processes and respondent’s experience. You will lead a team to chart and drive the data analytics strategy and build relevant models to conduct meaningful analysis. Lastly, you are required to drive collection of new data and refinement of existing data sources, including steps to enhance quality of information recorded.
Requirements

Tertiary qualification in any discipline
Preferably 8 – 10 years of relevant experience in research and operations
Preferably 5 years of relevant experience in understanding key concepts, techniques and considerations in machine learning and data analytics
Excellent communication and interpersonal skills
Strong analytical and critical-thinking skills
Strong business acumen
Proficient in statistical programming tools such as R, SAS, and database querying language such as SQL
Experience in leading a team and ability to work under pressure and tight timelines
",
Senior Data Analyst,CHARLES & KEITH (SINGAPORE) PTE. LTD.,Full Time,Senior Executive,Information Technology,6000.0,8000.0,Monthly,"Job Responsibilities  Align, understand and prioritize analytic goals to address business opportunities and value Using data science techniques directly to scoop and develop proof-of-concepts/ prototypes To conceive, develop and test algorithms with tools like R, Python, etc. To carry out machine learning projects and deploy the model in production Perform any ad-hoc duties or responsibilities assigned       ","Job Responsibilities  Align, understand and prioritize analytic goals to address business opportunities and value Using data science techniques directly to scoop and develop proof-of-concepts/ prototypes To conceive, develop and test algorithms with tools like R, Python, etc. To carry out machine learning projects and deploy the model in production Perform any ad-hoc duties or responsibilities assigned       "
Data Engineer,Company Undisclosed,Permanent,"Executive, Senior Executive",Banking and Finance,6500.0,13000.0,Monthly,"Position Purpose The APAC GM & ALMT IT TP Engineering group runs Trade Processing and Regulatory Projects for Global Market and ALMT business and operations.   Responsibilities  Partner with senior business sponsors, platform supervision, compliance, and business management to enhance and augment the holistic supervisory and surveillance platform Investigate and analyze data on the surveillance platform as key input to enhance existing data strategy on multi-vector analysis using various natural language processing and machine learning techniques Primary focus is to investigate and analyze available structured and un-structured information, apply data mining techniques, perform statistical analysis, and provide methods (algorithmic and technical) to create actionable alerts and reduce false-positives Develop and enhance software solutions to meet business requirements Gather and document technical requirements and specifications Work with the project PM and BA’s on project planning and deliverable Work on multiple tasks and respect aggressive schedule Work in a fast paced environment. ","Position Purpose The APAC GM & ALMT IT TP Engineering group runs Trade Processing and Regulatory Projects for Global Market and ALMT business and operations.   Responsibilities  Partner with senior business sponsors, platform supervision, compliance, and business management to enhance and augment the holistic supervisory and surveillance platform Investigate and analyze data on the surveillance platform as key input to enhance existing data strategy on multi-vector analysis using various natural language processing and machine learning techniques Primary focus is to investigate and analyze available structured and un-structured information, apply data mining techniques, perform statistical analysis, and provide methods (algorithmic and technical) to create actionable alerts and reduce false-positives Develop and enhance software solutions to meet business requirements Gather and document technical requirements and specifications Work with the project PM and BA’s on project planning and deliverable Work on multiple tasks and respect aggressive schedule Work in a fast paced environment. "
"VP / AVP, Machine Learning Engineer, Group Consumer Banking and Big Data Analytics Tech (180003YE)",DBS BANK LTD.,"Permanent, Full Time","Middle Management, Manager",Banking and Finance,7000.0,14000.0,Monthly,"Job Purpose    Build and improve machine learning and analytics platform. Work with data scientists to create, optimize and productionize of machine learning models for various business units within the organization. Keep innovating and optimizing data and machine learning workflow to enable data-driven business activities at large scale.    Responsibilities   Build and improve machine learning and analytics platform.       Apply cutting edge technologies and tool chain in big data and machine learning to build machine learning and analytics platform. Keep innovating and optimizing the machine learning workflow, from data exploration, model experimentation/prototyping to production. Provide engineering solution and framework to support machine learning and data-driven business activities at large scale. Perform R&D on new technologies and solutions to improve accessibility, scalability, efficiency and us abilities of machine learning and analytics platform.     Work with data scientists to build end-to-end machine learning and analytics solution to solve business challenges.       Turn advanced machine learning models created by data scientists into end-to-end production grade system. Build analytics platform components to support data collection, exploratory, and integration from various sources being data API, RDBMS, or big data platform. Optimize efficiency of machine learning algorithm by applying state-of-the-art technologies, i.e. distributed computing, concurrent programming, or GPU parallel computing.      Establish, apply and maintain best practices and principles of machine learning engineering.       Study and evaluate the state of the art technologies, tools, and frameworks of machine learning engineering. Contribute in creation of blueprint and reference architecture for various machine learning use cases. Support the organization in transformation towards a data driven business culture.     Work Relationships  Internal        Work closely with data scientists, business team, and project managers to provide machine learning and data-driven business solution.  Collaborate with other technology teams to build platform and framework to enable machine learning and data analytics activities at large scale     External        Maintain engineering principles and best practices of machine learning framework and technologies.   ","Job Purpose    Build and improve machine learning and analytics platform. Work with data scientists to create, optimize and productionize of machine learning models for various business units within the organization. Keep innovating and optimizing data and machine learning workflow to enable data-driven business activities at large scale.    Responsibilities   Build and improve machine learning and analytics platform.       Apply cutting edge technologies and tool chain in big data and machine learning to build machine learning and analytics platform. Keep innovating and optimizing the machine learning workflow, from data exploration, model experimentation/prototyping to production. Provide engineering solution and framework to support machine learning and data-driven business activities at large scale. Perform R&D on new technologies and solutions to improve accessibility, scalability, efficiency and us abilities of machine learning and analytics platform.     Work with data scientists to build end-to-end machine learning and analytics solution to solve business challenges.       Turn advanced machine learning models created by data scientists into end-to-end production grade system. Build analytics platform components to support data collection, exploratory, and integration from various sources being data API, RDBMS, or big data platform. Optimize efficiency of machine learning algorithm by applying state-of-the-art technologies, i.e. distributed computing, concurrent programming, or GPU parallel computing.      Establish, apply and maintain best practices and principles of machine learning engineering.       Study and evaluate the state of the art technologies, tools, and frameworks of machine learning engineering. Contribute in creation of blueprint and reference architecture for various machine learning use cases. Support the organization in transformation towards a data driven business culture.     Work Relationships  Internal        Work closely with data scientists, business team, and project managers to provide machine learning and data-driven business solution.  Collaborate with other technology teams to build platform and framework to enable machine learning and data analytics activities at large scale     External        Maintain engineering principles and best practices of machine learning framework and technologies.   "
Techonology Analyst (Machine Learning Engineer),TECHCOM SOLUTIONS & CONSULTANCY PTE. LTD.,"Contract, Full Time",Middle Management,"Banking and Finance, Information Technology",5500.0,7000.0,Monthly," To bring cutting edge machine learning models into production together with a multidisciplinary team of data scientist, software development engineers, strategic partners, product managers and subject domain experts. At least 4 years of working experience in building production quality and large scale deployment of applications related to machine learning. Responsible for ensuring that ML models and pipelines are deployed successfully into production Design technical architecture for applications using ML models Deploy applications to AWS' cloud leveraging on the full spectrum of the AWS cloud services Automate model training, testing and deployment using Continuous Integration/Continuous Delivery (CI/CD) Create and implement metrics to verify effectiveness and soundness of the ML model Strong programming fundamentals in at least one object oriented programming language (Python, Java, Scala, C++ etc.) Solid background in algorithms and data structures  Mandatory Skills:  Machine learning modelling, AWS cloud services, Programming languages (C, C++, Java, Python)   "," To bring cutting edge machine learning models into production together with a multidisciplinary team of data scientist, software development engineers, strategic partners, product managers and subject domain experts. At least 4 years of working experience in building production quality and large scale deployment of applications related to machine learning. Responsible for ensuring that ML models and pipelines are deployed successfully into production Design technical architecture for applications using ML models Deploy applications to AWS' cloud leveraging on the full spectrum of the AWS cloud services Automate model training, testing and deployment using Continuous Integration/Continuous Delivery (CI/CD) Create and implement metrics to verify effectiveness and soundness of the ML model Strong programming fundamentals in at least one object oriented programming language (Python, Java, Scala, C++ etc.) Solid background in algorithms and data structures  Mandatory Skills:  Machine learning modelling, AWS cloud services, Programming languages (C, C++, Java, Python)   "
Senior Machine Learning Engineer,TECHCOM SOLUTIONS ASIA PACIFIC PTE. LTD.,"Contract, Full Time",Professional,Information Technology,5500.0,7500.0,Monthly,"To bring cutting edge machine learning models into production together with a multidisciplinary team of data scientist, software development engineers, strategic partners, product managers and subject domain experts.","To bring cutting edge machine learning models into production together with a multidisciplinary team of data scientist, software development engineers, strategic partners, product managers and subject domain experts."
IT Research Scientist (Generative Models),Company Undisclosed,Full Time,Professional,Information Technology,7000.0,12000.0,Monthly,"The AI Research Group in the Office of the CTO is focused on discovering new, innovative experiences for designers. We have been working on a large-scale research project, trying to use machine learning and deep learning to redefine industrial projects for people who work in the finance, telcos, engineering or construction (AEC) industry. We believe that human-AI interaction and collaboration can create a paradigm shift for the users to design and create better results more efficiently. Currently, we have several focused research directions, and Generative Adversarial Networks (GANs) is one of the most important. We have looked into numerous GAN structures and applied them for different purposes, and the rich results triggered us to further investigate the potential of it, including the fundamental theories and applications, e.g., generating variations, multi-representation translations, and GAN for data types other than images. Therefore, we are seeking for an expert on generative models (GANs and VAEs - Variation AutoEncoders) who is interested in exploring this new territory with us.   Responsibilities  Research, invent, and implement novel machine learning algorithms and systems for generative models including GANs and VAEs Build industrial ai solution for deep-learning-assisted platform with a cross-disciplinary team, including designers, big data developers, deep learning researchers and interns Keep current with latest trends and technologies to help future research subjects and anticipate development needs Bonus to write technical papers to top-tier conferences such as NIPS, CVPR, ICML, ICCV, ECCV, and SIGGRAPH ","The AI Research Group in the Office of the CTO is focused on discovering new, innovative experiences for designers. We have been working on a large-scale research project, trying to use machine learning and deep learning to redefine industrial projects for people who work in the finance, telcos, engineering or construction (AEC) industry. We believe that human-AI interaction and collaboration can create a paradigm shift for the users to design and create better results more efficiently. Currently, we have several focused research directions, and Generative Adversarial Networks (GANs) is one of the most important. We have looked into numerous GAN structures and applied them for different purposes, and the rich results triggered us to further investigate the potential of it, including the fundamental theories and applications, e.g., generating variations, multi-representation translations, and GAN for data types other than images. Therefore, we are seeking for an expert on generative models (GANs and VAEs - Variation AutoEncoders) who is interested in exploring this new territory with us.   Responsibilities  Research, invent, and implement novel machine learning algorithms and systems for generative models including GANs and VAEs Build industrial ai solution for deep-learning-assisted platform with a cross-disciplinary team, including designers, big data developers, deep learning researchers and interns Keep current with latest trends and technologies to help future research subjects and anticipate development needs Bonus to write technical papers to top-tier conferences such as NIPS, CVPR, ICML, ICCV, ECCV, and SIGGRAPH "
SIS Faculty - Assistant Professor of Information Systems (Tenure Track) IS,SINGAPORE MANAGEMENT UNIVERSITY,Full Time,Professional,Education and Training,9000.0,15000.0,Monthly,"OUR CORE RESEARCH AREAS - Artificial Intelligence & Cognitive Systems, including machine intelligence; intelligent assistants; intelligence augmentation; data mining and machine learning; deep learning; learning and adaptation; cognitive computing and decision support systems; human-in-the-loop artificial intelligence. - Data Science & Engineering, including natural language processing; data visualization and analytics; social sensing and activation. - Intelligent Systems & Optimization, including large-scale optimization and meta-heuristics; economic paradigms (game theory, mechanism design, electronic markets); agent modeling and simulation; agent planning, scheduling and decision support; agent learning and adaptation. - Cybersecurity, including decentralized/distributed trusted systems; biometrics; computer forensics; data, media content and related applications security and privacy; software and system security; information security and usability; information security economics and risk analysis, modeling & metrics. - Cyber-Physical Systems, including sensing & sensor information processing; IoT and embedded systems; mobile and pervasive systems; context-aware computing platforms. - Software Systems, including IoT and mobile OS; low-power OS; cloud engineering; autonomous systems; multi-robot collaboration. - Human-computer interaction, including human-robot interaction; remote collaboration and wearable interfaces. - Multimedia, including computer vision; multimedia search; augmented reality; virtual reality; image/video processing; audio/speech processing. - Information Systems Management, including economics of IT and management science; empirical methods, econometrics, and policy analytics; sharing economy and IT platforms; digitalization and process transformation; fintech; marketing and healthcare IT; information security, technology innovation and IT impacts; interdisciplinary studies across the core areas.   OUR INTEGRATIVE RESEARCH DOMAINS - Urban Systems & Operations - Active Citizenry & Communities - Safety & Security - Health & Wellness - Technology for Learning & Pedagogy   While we encourage and nurture applied research addressing real-world problems, we simultaneously cultivate and value big ideas, and research that is intellectually deep and thought provoking. Our faculty thus target their academic output primarily in the most-selective, academically prestigious venues. We want our faculty striving to create research outputs that advance thinking and scholarship in the core research areas, and also seeking real-world impact in the integrative research domains in “the world of business”. We offer extremely attractive salary and benefits that are usually superior to international competitive benchmarks.","OUR CORE RESEARCH AREAS - Artificial Intelligence & Cognitive Systems, including machine intelligence; intelligent assistants; intelligence augmentation; data mining and machine learning; deep learning; learning and adaptation; cognitive computing and decision support systems; human-in-the-loop artificial intelligence. - Data Science & Engineering, including natural language processing; data visualization and analytics; social sensing and activation. - Intelligent Systems & Optimization, including large-scale optimization and meta-heuristics; economic paradigms (game theory, mechanism design, electronic markets); agent modeling and simulation; agent planning, scheduling and decision support; agent learning and adaptation. - Cybersecurity, including decentralized/distributed trusted systems; biometrics; computer forensics; data, media content and related applications security and privacy; software and system security; information security and usability; information security economics and risk analysis, modeling & metrics. - Cyber-Physical Systems, including sensing & sensor information processing; IoT and embedded systems; mobile and pervasive systems; context-aware computing platforms. - Software Systems, including IoT and mobile OS; low-power OS; cloud engineering; autonomous systems; multi-robot collaboration. - Human-computer interaction, including human-robot interaction; remote collaboration and wearable interfaces. - Multimedia, including computer vision; multimedia search; augmented reality; virtual reality; image/video processing; audio/speech processing. - Information Systems Management, including economics of IT and management science; empirical methods, econometrics, and policy analytics; sharing economy and IT platforms; digitalization and process transformation; fintech; marketing and healthcare IT; information security, technology innovation and IT impacts; interdisciplinary studies across the core areas.   OUR INTEGRATIVE RESEARCH DOMAINS - Urban Systems & Operations - Active Citizenry & Communities - Safety & Security - Health & Wellness - Technology for Learning & Pedagogy   While we encourage and nurture applied research addressing real-world problems, we simultaneously cultivate and value big ideas, and research that is intellectually deep and thought provoking. Our faculty thus target their academic output primarily in the most-selective, academically prestigious venues. We want our faculty striving to create research outputs that advance thinking and scholarship in the core research areas, and also seeking real-world impact in the integrative research domains in “the world of business”. We offer extremely attractive salary and benefits that are usually superior to international competitive benchmarks."
IT Research Scientist (Finance Engineer),Company Undisclosed,Full Time,Professional,Information Technology,7000.0,12000.0,Monthly,"We maintain a strong team of financial modelling professionals, known as the Financial Modelling Group (FMG), which is responsible for the ongoing research and development of all analytics underlying our platform.   Responsibilities  FMGs mandate to deliver robust, scalable models and solutions requires a close working relationship with Risk and Quantitative Analysis (RQA), the global investment teams and the Product Group The candidate will be a key member of the FMG Advanced Data Analytics group The candidate will be performing machine learning research and creating tools and solutions in the finance space that can help our clients with their investment decisions The position is for an experienced individual in the field of machine learning research with a focus on deep learning In addition to providing subject matter expertise and the candidate should be comfortable with multiple programming languages and multiple frameworks and technologies to support the modelling requirements of the diverse nature and demands of the team ","We maintain a strong team of financial modelling professionals, known as the Financial Modelling Group (FMG), which is responsible for the ongoing research and development of all analytics underlying our platform.   Responsibilities  FMGs mandate to deliver robust, scalable models and solutions requires a close working relationship with Risk and Quantitative Analysis (RQA), the global investment teams and the Product Group The candidate will be a key member of the FMG Advanced Data Analytics group The candidate will be performing machine learning research and creating tools and solutions in the finance space that can help our clients with their investment decisions The position is for an experienced individual in the field of machine learning research with a focus on deep learning In addition to providing subject matter expertise and the candidate should be comfortable with multiple programming languages and multiple frameworks and technologies to support the modelling requirements of the diverse nature and demands of the team "
Research Engineer  /  Research Fellow,NATIONAL UNIVERSITY OF SINGAPORE,"Contract, Full Time",Non-executive,Sciences / Laboratory / R&D,2917.0,5833.0,Monthly,"Successful candidates shall provide the research, technology development, engineering, and project planning activities in Advanced Robotics Centre (ARC) as a multi-disciplinary skillset Team, in order to lead and deliver a research project on building façade inspection and capabilities in drone piloting, 3D reconstruction modelling, Geospatial software applications, Cloud-based workflow management. This research project is in collaboration with governmental agencies and industry partners for development of AI, Deep and Machine Learning, Autonomous Technology and Robotics innovative solution into the field test-bedding, pre-commercialization and early industry deployment. The successful candidates will contribute in the planning, coordination and execution of a research project in the façade inspection of tall buildings. Using AI, Deep and Machine Learning techniques; with development of new methods and algorithms into an innovative technologically advanced inspection solution.","Successful candidates shall provide the research, technology development, engineering, and project planning activities in Advanced Robotics Centre (ARC) as a multi-disciplinary skillset Team, in order to lead and deliver a research project on building façade inspection and capabilities in drone piloting, 3D reconstruction modelling, Geospatial software applications, Cloud-based workflow management. This research project is in collaboration with governmental agencies and industry partners for development of AI, Deep and Machine Learning, Autonomous Technology and Robotics innovative solution into the field test-bedding, pre-commercialization and early industry deployment. The successful candidates will contribute in the planning, coordination and execution of a research project in the façade inspection of tall buildings. Using AI, Deep and Machine Learning techniques; with development of new methods and algorithms into an innovative technologically advanced inspection solution."
"VP / AVP, Senior Data Engineer, Group Consumer Banking and Big Data Analytics Technology (180003L2)",DBS BANK LTD.,"Permanent, Full Time","Middle Management, Manager",Banking and Finance,7000.0,14000.0,Monthly," Design and implement key components for highly scalable, distributed data collection and analysis system built for handling petabytes of data in the cloud.  Work with architects from other divisions contributing to this analytics system and mentor team members on best practices in backend infrastructure and distributed computing topics.  Analyze source data and data flows, working with structured and unstructured data. Manipulate high-volume, high-dimensionality data from varying sources to highlight patterns, anomalies, relationships and trends Analyze and visualize diverse sources of data, interpret results in the business context and report results clearly and concisely. Apply data mining, NLP, and machine learning (both supervised and unsupervised) to improve relevance and personalization algorithms. Work side-by-side with product managers, software engineers, and designers in designing experiments and minimum viable products. Build and optimize classifiers using machine learning techniques and enhance data collection procedures that is relevant for building analytic systems. Discover data sources, get access to them, import them, clean them up, and make them “model-ready”. You need to be willing and able to do your own ETL. Create and refine features from the underlying data. You’ll enjoy developing just enough subject matter expertise to have an intuition about what features might make your model perform better, and then you’ll lather, rinse and repeat. Run regular A/B tests, gather data, perform statistical analysis, draw conclusions on the impact of your optimizations and communicate results to peers and leaders. "," Design and implement key components for highly scalable, distributed data collection and analysis system built for handling petabytes of data in the cloud.  Work with architects from other divisions contributing to this analytics system and mentor team members on best practices in backend infrastructure and distributed computing topics.  Analyze source data and data flows, working with structured and unstructured data. Manipulate high-volume, high-dimensionality data from varying sources to highlight patterns, anomalies, relationships and trends Analyze and visualize diverse sources of data, interpret results in the business context and report results clearly and concisely. Apply data mining, NLP, and machine learning (both supervised and unsupervised) to improve relevance and personalization algorithms. Work side-by-side with product managers, software engineers, and designers in designing experiments and minimum viable products. Build and optimize classifiers using machine learning techniques and enhance data collection procedures that is relevant for building analytic systems. Discover data sources, get access to them, import them, clean them up, and make them “model-ready”. You need to be willing and able to do your own ETL. Create and refine features from the underlying data. You’ll enjoy developing just enough subject matter expertise to have an intuition about what features might make your model perform better, and then you’ll lather, rinse and repeat. Run regular A/B tests, gather data, perform statistical analysis, draw conclusions on the impact of your optimizations and communicate results to peers and leaders. "
Senior Data Scientist,MICROSEC PTE. LTD.,Full Time,Professional,Engineering,5500.0,7500.0,Monthly,"Responsibilities: 1. Developing, enhancing, automating, and managing analytics models for anomaly detection.  2. Run those models into production environment with static as well as distributed databases. 3. Should have experience in GPU based acceleration for machine learning.  4. Experience with Tensorlow, LSTM and other models. 5. Experience in Python and Linux DevOps environment. 6. Exploring and evaluating new digital tools and techniques to improve the team’s operational capabilities 7. Serve at Subject Matter Expert (SME) for technical knowledge of machine learning techniques  8. Provide engineering support of key testing activities, including support of laboratory and field testing activities","Responsibilities: 1. Developing, enhancing, automating, and managing analytics models for anomaly detection.  2. Run those models into production environment with static as well as distributed databases. 3. Should have experience in GPU based acceleration for machine learning.  4. Experience with Tensorlow, LSTM and other models. 5. Experience in Python and Linux DevOps environment. 6. Exploring and evaluating new digital tools and techniques to improve the team’s operational capabilities 7. Serve at Subject Matter Expert (SME) for technical knowledge of machine learning techniques  8. Provide engineering support of key testing activities, including support of laboratory and field testing activities"
Chief Innovation Officer,LAMINAAR AVIATION INFOTECH PTE. LTD.,Full Time,Senior Management,Information Technology,,,," Adopt the latest and new technology initiatives (NTI) and ensure that the same are incorporated promptly and effectively in the products and solutions offered by the company.   Operations Research and Optimization (ORO)  Simulation models to evaluate, improve and analyze the efficacy of the ORO models Big Data Analytics Machine Learning based Predictive Analytics Cognitive Technologies/ Artificial Intelligence/ Deep Learning Quantum Computing Any other next‐generation and emerging information technology and advance computing initiatives that will ensure that the company’s products remain state‐of‐the‐art.  Select and recruit a team of appropriate Specialists/ Analysts/ Scientists/ Consultants to undertake the above new technology initiatives. You shall be assisted by the HRD in this task.  Ensure that the innovations based on new technology initiatives are seamlessly and promptly incorporated/ integrated into the mainstream products and solutions of the company, so as to achieve technical superiority over competition.   Plan and budget all the Research & Development (R&D) and Knowledge Acquisition & Learning (K&L) activities so that FIN Dept can make financial provisions for the same. Track and monitor the budgeted activities to make optimum use of time and resources Any other latest information technology based research, development and innovation work that the Board may assign you from time‐to‐time "," Adopt the latest and new technology initiatives (NTI) and ensure that the same are incorporated promptly and effectively in the products and solutions offered by the company.   Operations Research and Optimization (ORO)  Simulation models to evaluate, improve and analyze the efficacy of the ORO models Big Data Analytics Machine Learning based Predictive Analytics Cognitive Technologies/ Artificial Intelligence/ Deep Learning Quantum Computing Any other next‐generation and emerging information technology and advance computing initiatives that will ensure that the company’s products remain state‐of‐the‐art.  Select and recruit a team of appropriate Specialists/ Analysts/ Scientists/ Consultants to undertake the above new technology initiatives. You shall be assisted by the HRD in this task.  Ensure that the innovations based on new technology initiatives are seamlessly and promptly incorporated/ integrated into the mainstream products and solutions of the company, so as to achieve technical superiority over competition.   Plan and budget all the Research & Development (R&D) and Knowledge Acquisition & Learning (K&L) activities so that FIN Dept can make financial provisions for the same. Track and monitor the budgeted activities to make optimum use of time and resources Any other latest information technology based research, development and innovation work that the Board may assign you from time‐to‐time "
Wealth Management - Infrastructure Engineering Associate,"JPMORGAN CHASE BANK, N.A.","Permanent, Full Time",Executive,Information Technology,7000.0,14000.0,Monthly,"As an experienced Software Engineer, your mission is to help lead our team of innovators and technologists toward creating next-level solutions that improve the way our business is run. Your deep knowledge of design, analytics, development, coding, testing and application programming will help your team raise their game, meeting your standards, as well as satisfying both business and functional requirements. Your expertise in various technology domains will be counted on to set strategic direction and solve complex and mission critical problems, internally and externally. Your quest to embracing leading-edge technologies and methodologies inspires your team to follow suit. And best of all, you’ll be able to harness massive amounts of brainpower through our global network of technologists from around the world.   Our Asset and Wealth Management division is driven by innovators like you who are driven to create technology solutions that make us work more efficiently and help our businesses grow. It’s our mission to efficiently take care of our clients’ wealth, helping them get, and remain properly invested.  Across 27 cities, our team of 4,600 agile technologists thrive in a cloud-native environment that values continuous learning using a data-centric approach in developing innovative technology solutions.   When you work at JPMorgan Chase & Co., you’re not just working at a global financial institution. You’re an integral part of one of the world’s biggest tech companies. In 14 technology hubs worldwide, our team of 40,000+ technologists design, build and deploy everything from enterprise technology initiatives to big data and mobile solutions, as well as innovations in electronic payments, cybersecurity, machine learning, and cloud development. Our $9.5B+ annual investment in technology enables us to hire people to create innovative solutions that will not only transform the financial services industry, but also change the world.   At JPMorgan Chase & Co. we value the unique skills of every employee, and we’re building a technology organization that thrives on diversity. We encourage professional growth and career development, and offer competitive benefits and compensation. If you’re looking to build your career as part of a global technology team tackling big challenges that impact the lives of people and companies all around the world, we want to meet you.   JPMorgan Chase & Co. is an equal opportunity employer.","As an experienced Software Engineer, your mission is to help lead our team of innovators and technologists toward creating next-level solutions that improve the way our business is run. Your deep knowledge of design, analytics, development, coding, testing and application programming will help your team raise their game, meeting your standards, as well as satisfying both business and functional requirements. Your expertise in various technology domains will be counted on to set strategic direction and solve complex and mission critical problems, internally and externally. Your quest to embracing leading-edge technologies and methodologies inspires your team to follow suit. And best of all, you’ll be able to harness massive amounts of brainpower through our global network of technologists from around the world.   Our Asset and Wealth Management division is driven by innovators like you who are driven to create technology solutions that make us work more efficiently and help our businesses grow. It’s our mission to efficiently take care of our clients’ wealth, helping them get, and remain properly invested.  Across 27 cities, our team of 4,600 agile technologists thrive in a cloud-native environment that values continuous learning using a data-centric approach in developing innovative technology solutions.   When you work at JPMorgan Chase & Co., you’re not just working at a global financial institution. You’re an integral part of one of the world’s biggest tech companies. In 14 technology hubs worldwide, our team of 40,000+ technologists design, build and deploy everything from enterprise technology initiatives to big data and mobile solutions, as well as innovations in electronic payments, cybersecurity, machine learning, and cloud development. Our $9.5B+ annual investment in technology enables us to hire people to create innovative solutions that will not only transform the financial services industry, but also change the world.   At JPMorgan Chase & Co. we value the unique skills of every employee, and we’re building a technology organization that thrives on diversity. We encourage professional growth and career development, and offer competitive benefits and compensation. If you’re looking to build your career as part of a global technology team tackling big challenges that impact the lives of people and companies all around the world, we want to meet you.   JPMorgan Chase & Co. is an equal opportunity employer."
