title,company,employment_type,job_level,category,salary_lower,salary_upper,salary_time_interval,roles,requirements
Data Analyst,HYDROGEN CONSULTING SOLUTIONS PTE. LTD.,Contract,Professional,Banking and Finance,4500.0,6000.0,Monthly,"·         Min. 2 years’ experience in banking industry preferably in Risk, AML/ KYC and data analysis ·         Proficient in SQL, good level of complex database data extraction skill is a must. ·         Proficient in Microsoft Excel is a must ·         Proficient in Tableau and Alteryx is preferred ·         Ability to collaborate effectively with a wide range of stakeholders ·         Highly independent and self-motivated; can progress on objectives with minimal supervision ·         Highly organized & meticulous; good eye for detail and accuracy ·         Capability to progress multiple tasks / projects simultaneously; strong ownership of tasks assigned ·         Effective verbal and written English communication skills ·         Ability to think laterally and outside the box ·         Degree or diploma qualified with a preference in a Business or Technology discipline","·         Min. 2 years’ experience in banking industry preferably in Risk, AML/ KYC and data analysis ·         Proficient in SQL, good level of complex database data extraction skill is a must. ·         Proficient in Microsoft Excel is a must ·         Proficient in Tableau and Alteryx is preferred ·         Ability to collaborate effectively with a wide range of stakeholders ·         Highly independent and self-motivated; can progress on objectives with minimal supervision ·         Highly organized & meticulous; good eye for detail and accuracy ·         Capability to progress multiple tasks / projects simultaneously; strong ownership of tasks assigned ·         Effective verbal and written English communication skills ·         Ability to think laterally and outside the box ·         Degree or diploma qualified with a preference in a Business or Technology discipline"
Senior Data Analyst,CHARLES & KEITH (SINGAPORE) PTE. LTD.,Full Time,Senior Executive,Information Technology,6000.0,8000.0,Monthly,"Job Responsibilities  Align, understand and prioritize analytic goals to address business opportunities and value Using data science techniques directly to scoop and develop proof-of-concepts/ prototypes To conceive, develop and test algorithms with tools like R, Python, etc. To carry out machine learning projects and deploy the model in production Perform any ad-hoc duties or responsibilities assigned       ","Job Responsibilities  Align, understand and prioritize analytic goals to address business opportunities and value Using data science techniques directly to scoop and develop proof-of-concepts/ prototypes To conceive, develop and test algorithms with tools like R, Python, etc. To carry out machine learning projects and deploy the model in production Perform any ad-hoc duties or responsibilities assigned       "
Data Analyst,ALLEGIS GLOBAL SOLUTIONS (SINGAPORE) PTE. LTD.,Contract,Senior Executive,Banking and Finance,5000.0,10000.0,Monthly,"Allegis Global Solutions is the exclusive Contingent HR services provider for one of the world’s leading banks. At Allegis Global Solutions we’re proud to be the leader in global talent solutions. We draw upon decades of industry expertise to develop innovative tools, products, processes and strategies focused on outcome. Moreover, we’re incredibly proud to have built a culture that empowers our people to make their mark while making deep connections that will last a lifetime. With our passion and culture for talent, we are truly transforming the way the World acquires talent.   Our Client is one of the world's most international banks with over 1,100 branches, offices and outlets in 67 countries. They operate in some of the world's most dynamic markets and have been for over 150 years. More than 90 per cent of their income and profits are derived from Asia, Africa and the Middle East. Their brand promise, Here for good, underlines their distinctive approach.","Allegis Global Solutions is the exclusive Contingent HR services provider for one of the world’s leading banks. At Allegis Global Solutions we’re proud to be the leader in global talent solutions. We draw upon decades of industry expertise to develop innovative tools, products, processes and strategies focused on outcome. Moreover, we’re incredibly proud to have built a culture that empowers our people to make their mark while making deep connections that will last a lifetime. With our passion and culture for talent, we are truly transforming the way the World acquires talent.   Our Client is one of the world's most international banks with over 1,100 branches, offices and outlets in 67 countries. They operate in some of the world's most dynamic markets and have been for over 150 years. More than 90 per cent of their income and profits are derived from Asia, Africa and the Middle East. Their brand promise, Here for good, underlines their distinctive approach."
Head (Data Architect),Accountant-General's Department,Full Time,,"Accounting / Auditing / Taxation, Public / Civil Service",,,,"Head (Data Architect)
To architect, design and administer the Whole-of-Government (WOG) enterprise data analytics platform (FI@Gov) for the public sector finance and internal audit community.
The key objective of the AGD-Business Analytics directorate is to transform the finance and audit processes through data analytics, and to drive a data-driven approach in decision making. This includes strengthening data analytics capabilities and competencies to strengthen governance, optimise resource management and drive productivity.
The key roles fulfilled by this job include to:

Administer the development and maintenance of the public sector finance data warehouse and data architecture. This includes developing and implementing best practices to ensure optimal data quality, integrity, governance and system performance.
Drive data integration, data modelling, analytics and reporting deliverables in collaboration with business analysts and technology partners.
Manage large scale development and deployment of big data infrastructure and platform;
Review and govern design principles to ensure quality and performant design of dashboards and tools on the Business Intelligence platform powered by Microstrategy.
Plan and implement the data strategy and technology roadmap for the WOG finance analytics platform. This includes monitoring emerging trends of data analytics technologies, including related technologies in the area of robotics and artificial intelligence, and propose the technology roadmap for adoption and application.
Manage the deployment of advanced analytics applications with data pipelines integrated with the overall enterprise grade system architecture and infrastructure.
Manage a team of data analyst and data scientist, overseeing related projects from end-to-end, including user requirement studies, prototyping, development, testing and deployment.
Ensure proper documentation of the data warehouse and analytics platform, including design architecture, data schema, operations management procedures and system functional specifications.

 
 
Requirement

Good degree from a recognised university in computer science, computer engineering, information technology, or a related field.
At least 10 years of experience on enterprise data solutions and architecture
Competency in Microstrategy architecture is strongly preferred
A good understanding of big data technologies, with at least 3 years of experience in Hadoop ecosystem
Ability to independently architect and maintain a hybrid data platform, integrating Hadoop with SQL data warehouse
A good understanding of business intelligence tools and data science techniques like machine learning and text mining, with competency in open-source scripting language (e.g. R, Python) is advantageous
Experience in vendor management and project management is preferred
Team player who can work well with stakeholders from different public agencies
Self-motivated to learn and keeps up to date with the latest analytical technologies in the industry
Confident communicator, with good writing and presentation skills

If you are shortlisted for the position, you should hear from us within 30 days of the closing date of the advertisement. ",
Data Analytics Lead,TRAVELOKA SERVICES PTE. LTD.,Permanent,Manager,Information Technology,8300.0,15000.0,Monthly,"You will be responsible for defining, collecting, processing, analyzing data across divisions and work with teams for driving the company, its products, and its operation forward through data. You will also be managing a team (or teams) of Data Analyst, growing and empowering them to accomplish great things, and ensuring that best practices, standards, and processes are adhered to.  You will roughly spend 60-80% time in hand-on Data Modeling, and 20-40% time in people management and coaching depending on team size. You will need to acquire contextual breadth and depth in your domain and manage stakeholders' expectations.  Working in Traveloka:  You will work in cross-functional teams and meet great people regularly from top tier technology, consulting, product, or academic background.  We work in open environment where there are no boundaries or power distance.  Everyone is encouraged to speak their mind, propose ideas, influence others, and continuously grow themselves.  Get the exposure to multi-aspect, collaborative, intensive startup experience with our recent expansion into Southeast Asia and exploration of new products.  	  ","You will be responsible for defining, collecting, processing, analyzing data across divisions and work with teams for driving the company, its products, and its operation forward through data. You will also be managing a team (or teams) of Data Analyst, growing and empowering them to accomplish great things, and ensuring that best practices, standards, and processes are adhered to.  You will roughly spend 60-80% time in hand-on Data Modeling, and 20-40% time in people management and coaching depending on team size. You will need to acquire contextual breadth and depth in your domain and manage stakeholders' expectations.  Working in Traveloka:  You will work in cross-functional teams and meet great people regularly from top tier technology, consulting, product, or academic background.  We work in open environment where there are no boundaries or power distance.  Everyone is encouraged to speak their mind, propose ideas, influence others, and continuously grow themselves.  Get the exposure to multi-aspect, collaborative, intensive startup experience with our recent expansion into Southeast Asia and exploration of new products.  	  "
Data Analyst,COGNIZANT TECHNOLOGY SOLUTIONS ASIA PACIFIC PTE. LTD.,Full Time,"Manager, Professional",Information Technology,7000.0,10300.0,Monthly," Understanding Bank’s Trade Finance Application which will participate in data sourcing for data ingestion.  Performing Impact Assessment / Regression Impact on Banks’ Trade Finance applications. Performing Data Analysis on Source Attributes and preparing data mapping for data elements. Preparing Functional Specification documents for data ingestion based on Business requirement documents provided by Bank. This should be in-line to Bank IT Standards & Guidelines. Preparation of Mapping Specification covering business rules, data validations, processing logic. Preparing Use Cases for Bank to review and approve the approach for data ingestion. Review & Validation of Test Cases & Test Results for User sign-off & acceptance. "," Understanding Bank’s Trade Finance Application which will participate in data sourcing for data ingestion.  Performing Impact Assessment / Regression Impact on Banks’ Trade Finance applications. Performing Data Analysis on Source Attributes and preparing data mapping for data elements. Preparing Functional Specification documents for data ingestion based on Business requirement documents provided by Bank. This should be in-line to Bank IT Standards & Guidelines. Preparation of Mapping Specification covering business rules, data validations, processing logic. Preparing Use Cases for Bank to review and approve the approach for data ingestion. Review & Validation of Test Cases & Test Results for User sign-off & acceptance. "
"IT Security Analyst (VPN, Firewall, Proxy, Data Leakage)",TECHCOM SOLUTIONS & CONSULTANCY PTE. LTD.,"Contract, Full Time",Middle Management,"Banking and Finance, Information Technology",5500.0,7000.0,Monthly," Hands on experience on Firewall, VPN, Proxy (forward, Reverse, Transparent and Web 2.0), SSL interception/MITM & Data leakage space, Security Analytics.Implementation, customization, coding, Support. Engineer has accountability for researching, designing, engineering, implementing, supporting and troubleshooting network security solutions financial domain. The network security SME possesses the technical hand on capability and experience to assess current network security posture, document current/future state, provide roadmap/gap analysis for implementation activities. Network Firewall Engineer support also include, but are not limited to enterprise project deliverables, project tasks, project documentation, build, installation, performance monitoring, optimization, troubleshooting and maintenance of a variety of systems of the network. Develop content for a complex and growing Proxy infrastructure. This includes use cases, dashboards, reports, rules, filters, trends. Work to deliver services on client engagements and expand services for current customers. "," Hands on experience on Firewall, VPN, Proxy (forward, Reverse, Transparent and Web 2.0), SSL interception/MITM & Data leakage space, Security Analytics.Implementation, customization, coding, Support. Engineer has accountability for researching, designing, engineering, implementing, supporting and troubleshooting network security solutions financial domain. The network security SME possesses the technical hand on capability and experience to assess current network security posture, document current/future state, provide roadmap/gap analysis for implementation activities. Network Firewall Engineer support also include, but are not limited to enterprise project deliverables, project tasks, project documentation, build, installation, performance monitoring, optimization, troubleshooting and maintenance of a variety of systems of the network. Develop content for a complex and growing Proxy infrastructure. This includes use cases, dashboards, reports, rules, filters, trends. Work to deliver services on client engagements and expand services for current customers. "
Data Analyst,SANDBOX CONSULTING PTE. LTD.,"Permanent, Contract, Full Time",Professional,Information Technology,6000.0,6500.0,Monthly,"Collaborate with stakeholders to understand their needs/pain points to design solutions to be used for streamlining operations or developing solutions for citizens  Build and manage entire end-to-end lifecycle of scoping of data inputs, data cleaning and preprocessing, feature engineering, building models, deploying to production and improving models by iterations  Contribute to the data architecture engineering decisions to support analytics","Collaborate with stakeholders to understand their needs/pain points to design solutions to be used for streamlining operations or developing solutions for citizens  Build and manage entire end-to-end lifecycle of scoping of data inputs, data cleaning and preprocessing, feature engineering, building models, deploying to production and improving models by iterations  Contribute to the data architecture engineering decisions to support analytics"
Data Engineer,SANDBOX CONSULTING PTE. LTD.,"Permanent, Contract, Full Time",Professional,Information Technology,5500.0,6000.0,Monthly," Design, build, launch and maintain efficient and reliable large-scale batch and real-time data pipelines with data processing frameworks  Integrate and collate data silos in a manner which is both scalable and compliant  Collaborate with Project Manager, Frontend Developers, UX Designers and Data Analyst to build scalable data-driven products  Responsible for developing backend APIs & working on databases to support the applications  Working in an Agile Environment that practices Continuous Integration and Delivery  Working closely with fellow developers through pair programming and code review process"," Design, build, launch and maintain efficient and reliable large-scale batch and real-time data pipelines with data processing frameworks  Integrate and collate data silos in a manner which is both scalable and compliant  Collaborate with Project Manager, Frontend Developers, UX Designers and Data Analyst to build scalable data-driven products  Responsible for developing backend APIs & working on databases to support the applications  Working in an Agile Environment that practices Continuous Integration and Delivery  Working closely with fellow developers through pair programming and code review process"
"Systems and Data Analyst, Manager (Procurement) (Ref 22672)",Company Undisclosed,"Permanent, Contract, Full Time","Middle Management, Manager, Professional",Information Technology,4500.0,9000.0,Monthly,"- Assist with the design and implementation of sourcing strategies including project plans, stakeholder engagement and benefits tracking - Perform market dynamics analysis, product analysis and supplier review for assigned categories - Support, gather requirements and provide input for the delivery of RFx processes for procurement projects including tender management, supplier evaluations and negotiations  - Collect and corroborate data and prepares presentations on market conditions for communications to internal stakeholders - Perform historical spend analysis for reporting and to support future demand-supply planning including collating data from all BUs to aggregate demand - Update catalogues by coordinating with procurement technology and suppliers  - Assist with developing sourcing plan and defining target benefits - Assist with monitoring overall savings, rebates of all categories in scope - Conduct periodic monitoring and review of supplier performances against KPIs/SLAs as per contract - Liaise with reporting team to identify new categories for COE to manage - Build relationship with business users to develop insights of other potential categories","- Assist with the design and implementation of sourcing strategies including project plans, stakeholder engagement and benefits tracking - Perform market dynamics analysis, product analysis and supplier review for assigned categories - Support, gather requirements and provide input for the delivery of RFx processes for procurement projects including tender management, supplier evaluations and negotiations  - Collect and corroborate data and prepares presentations on market conditions for communications to internal stakeholders - Perform historical spend analysis for reporting and to support future demand-supply planning including collating data from all BUs to aggregate demand - Update catalogues by coordinating with procurement technology and suppliers  - Assist with developing sourcing plan and defining target benefits - Assist with monitoring overall savings, rebates of all categories in scope - Conduct periodic monitoring and review of supplier performances against KPIs/SLAs as per contract - Liaise with reporting team to identify new categories for COE to manage - Build relationship with business users to develop insights of other potential categories"
