title,company,employment_type,job_level,category,salary_lower,salary_upper,salary_time_interval,roles,requirements
"AVP / Senior Associate, Lead Development Engineer, Grp Consumer Banking & Big Data Analytics (180002YV",DBS BANK LTD.,"Permanent, Full Time","Manager, Senior Executive",Banking and Finance,5500.0,11000.0,Monthly," Manage the Avaloq Configuration / Release Management tasks and work on the BAU tasks in non-production environments Env Planning (DB, application), Avaloq ICE Streaming, Release calendars preparation and communicate with all stakeholders Definition of Connect Direct (NDM), IBM MQ, Avaloq Tools Upgrade, TWS Definition and Batch support, and FIX Platform interface setup Projects and Enhancement requests. Plan and manage the end-to-end deployment and delivery of IT infrastructure for Bank’s project from deployment planning, setup & testing, pre-production readiness to production cutover. Collaborate with Architecture and Engineering team, Application teams, Infrastructure teams, and service providers in delivering quality IT solutions and services to meet business objectives. Ensure the project meet schedule and within the allocated budget and resources. Adhere to the bank's Project Management, Deployment and Change management process.  Prepare and submit the necessary change requests and requisition forms for the deployment of infrastructure for the project, such as facility request, IP/DNS/Hostname request, SAN requisition, etc. Conduct proper transition from Project to Operations before project closure. Prepare all project documentation such as SOM and status reports, assure report accuracy and timeliness. e.g. Weekly Project Status report, etc. Work collaboratively with technology team and vendors, provide single point of contact and drive resolution of issues that arise in projects. Maintain business partnership with Line of Business (LOBs) and constantly collect and manage user’s demands and applications’ infra requirements. Coordinate with DBA, Solaris, Linux, Windows, Network, ID Mgmt and other Infra admin teams on the system issue related tasks Co-ordinate with various Infra teams to apply the OS / DB / MQ patches  Apply the innovative thinking to automate the manual tasks, provide infrastructure services effortlessly, improve performance and resilience of the systems. "," Manage the Avaloq Configuration / Release Management tasks and work on the BAU tasks in non-production environments Env Planning (DB, application), Avaloq ICE Streaming, Release calendars preparation and communicate with all stakeholders Definition of Connect Direct (NDM), IBM MQ, Avaloq Tools Upgrade, TWS Definition and Batch support, and FIX Platform interface setup Projects and Enhancement requests. Plan and manage the end-to-end deployment and delivery of IT infrastructure for Bank’s project from deployment planning, setup & testing, pre-production readiness to production cutover. Collaborate with Architecture and Engineering team, Application teams, Infrastructure teams, and service providers in delivering quality IT solutions and services to meet business objectives. Ensure the project meet schedule and within the allocated budget and resources. Adhere to the bank's Project Management, Deployment and Change management process.  Prepare and submit the necessary change requests and requisition forms for the deployment of infrastructure for the project, such as facility request, IP/DNS/Hostname request, SAN requisition, etc. Conduct proper transition from Project to Operations before project closure. Prepare all project documentation such as SOM and status reports, assure report accuracy and timeliness. e.g. Weekly Project Status report, etc. Work collaboratively with technology team and vendors, provide single point of contact and drive resolution of issues that arise in projects. Maintain business partnership with Line of Business (LOBs) and constantly collect and manage user’s demands and applications’ infra requirements. Coordinate with DBA, Solaris, Linux, Windows, Network, ID Mgmt and other Infra admin teams on the system issue related tasks Co-ordinate with various Infra teams to apply the OS / DB / MQ patches  Apply the innovative thinking to automate the manual tasks, provide infrastructure services effortlessly, improve performance and resilience of the systems. "
"VP / AVP, Development Engineer,  Group Consumer Banking & Big Data Analytics Tech, T&O (180001ZC)",DBS BANK LTD.,"Permanent, Full Time",Manager,Banking and Finance,6500.0,13000.0,Monthly," Develop world-class solution/application for your team Be up to date of the market landscape for solution/application insights, direction, vendors, and methods Provides expertise to identify and translate system requirements into software design artefacts Provide input during the business development life cycle Participate in experimentation to assess new solution/application paths Identify challenges to help the development of formalized solution methodologies Contribute to a repository for solution/application artefacts Interface and coordinate tasks with internal and external technical resources. Collaborate to provision estimates, develop overall implementation solution/application plan, and serve as a lead as required, to implement the installation, customization, and integration efforts Actively contribute to the quality assurance for services within the solution/application area Provide relevant and timely project information to senior management Actively contribute to the change in delivery and deployment strategy for all applications to a total replacement for applications at the end of their technology or functionality lifecycle Maintain and monitor all aspects for the proper running of the application Understand the system process flow of the primary business processes. Provide a clear picture of the functionality map and the applications footprint of various applications across the map "," Develop world-class solution/application for your team Be up to date of the market landscape for solution/application insights, direction, vendors, and methods Provides expertise to identify and translate system requirements into software design artefacts Provide input during the business development life cycle Participate in experimentation to assess new solution/application paths Identify challenges to help the development of formalized solution methodologies Contribute to a repository for solution/application artefacts Interface and coordinate tasks with internal and external technical resources. Collaborate to provision estimates, develop overall implementation solution/application plan, and serve as a lead as required, to implement the installation, customization, and integration efforts Actively contribute to the quality assurance for services within the solution/application area Provide relevant and timely project information to senior management Actively contribute to the change in delivery and deployment strategy for all applications to a total replacement for applications at the end of their technology or functionality lifecycle Maintain and monitor all aspects for the proper running of the application Understand the system process flow of the primary business processes. Provide a clear picture of the functionality map and the applications footprint of various applications across the map "
"AVP  /  Senior Associate, Data Analyst, Analytic Center of Excellence, Transformation Grp (180003G5)",DBS BANK LTD.,"Permanent, Full Time","Manager, Senior Executive",Banking and Finance,5500.0,11000.0,Monthly,"Job Purpose The data analyst will provide the big data analytic support to the Analytic Center of Excellence. He will partner with business and project leader to discover, analyse and process the data to develop analytic and data science solutions. This position allows those with strong data analytic skill and theoretical understanding of advanced analytic algorithms but lack of hands on experience in advanced analytics to learn and prepare for the role of data scientist - advanced analytics in the future. Responsibilities   Identify, profile, analyze and present the data discovery output for analytic projects Develop data ingestion pipeline and create the analytic data assets for analytic projects Work with data engineer to enhance the analytic data infrastructure and develop enterprise analytic data mart Perform data wrangling and feature engineering for machine learning Create helper functions to automate frequently encountered wrangling and feature engineering tasks ","Job Purpose The data analyst will provide the big data analytic support to the Analytic Center of Excellence. He will partner with business and project leader to discover, analyse and process the data to develop analytic and data science solutions. This position allows those with strong data analytic skill and theoretical understanding of advanced analytic algorithms but lack of hands on experience in advanced analytics to learn and prepare for the role of data scientist - advanced analytics in the future. Responsibilities   Identify, profile, analyze and present the data discovery output for analytic projects Develop data ingestion pipeline and create the analytic data assets for analytic projects Work with data engineer to enhance the analytic data infrastructure and develop enterprise analytic data mart Perform data wrangling and feature engineering for machine learning Create helper functions to automate frequently encountered wrangling and feature engineering tasks "
DATA ENGINEER,CHARLES & KEITH (SINGAPORE) PTE. LTD.,Full Time,Executive,Information Technology,5000.0,6000.0,Monthly,"We are looking for a savvy Software turned Data Engineer to join our growing Data Engineering team. The ideal candidate is an experienced data pipeline builder and data wrangler who enjoys optimizing data systems and building them from the ground up. He/She will be responsible for designing, expanding and optimizing our data and data pipeline architecture, as well as optimizing data flow and collection for cross functional teams. Supporting our software developers, data architect, data analysts and data scientists on organisation wide data initiatives, he/she will ensure optimal data delivery that is consistent throughout ongoing projects. Self-directed and comfortable supporting the data needs of multiple teams, systems and products, he/she will be excited by the prospect of optimizing or even re-designing our organisation’s data architecture with architect to support our next generation of products and data initiatives. Roles & Responsibilities  Create and maintain optimal data pipeline architecture Assemble large, complex data sets that meet functional / non-functional business requirements Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, collaborate with infra team to re-designing infrastructure for greater scalability and stability Collaborate with infrastructure team for provisioning required infrastructure for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and ‘big data’ technologies Work with stakeholders including the Executive, Product, Data and Design teams to assist with data-related technical issues and support their data needs Keep our data separated and secure across national boundaries through multiple data centres and AWS regions Create data tools for analytics and data scientist team members that assist them in building and optimizing models which enables us as an innovative industry leader. Work with data and analytics experts to strive for greater functionality in our data systems Build tools from ground up that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency and other key business performance metrics     ","We are looking for a savvy Software turned Data Engineer to join our growing Data Engineering team. The ideal candidate is an experienced data pipeline builder and data wrangler who enjoys optimizing data systems and building them from the ground up. He/She will be responsible for designing, expanding and optimizing our data and data pipeline architecture, as well as optimizing data flow and collection for cross functional teams. Supporting our software developers, data architect, data analysts and data scientists on organisation wide data initiatives, he/she will ensure optimal data delivery that is consistent throughout ongoing projects. Self-directed and comfortable supporting the data needs of multiple teams, systems and products, he/she will be excited by the prospect of optimizing or even re-designing our organisation’s data architecture with architect to support our next generation of products and data initiatives. Roles & Responsibilities  Create and maintain optimal data pipeline architecture Assemble large, complex data sets that meet functional / non-functional business requirements Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, collaborate with infra team to re-designing infrastructure for greater scalability and stability Collaborate with infrastructure team for provisioning required infrastructure for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and ‘big data’ technologies Work with stakeholders including the Executive, Product, Data and Design teams to assist with data-related technical issues and support their data needs Keep our data separated and secure across national boundaries through multiple data centres and AWS regions Create data tools for analytics and data scientist team members that assist them in building and optimizing models which enables us as an innovative industry leader. Work with data and analytics experts to strive for greater functionality in our data systems Build tools from ground up that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency and other key business performance metrics     "
Data Engineer (Fin-Tech),MATCHMOVE PAY PTE. LTD.,Full Time,"Manager, Senior Executive",Banking and Finance,3500.0,5000.0,Monthly,"Are you the One?  MatchMove Pay, one of the fastest, award-winning Fin-Tech company, is looking for a couple of experienced Data Engineers to work on in-house data warehouse projects and data modelling.  Job Responsibilities :  Build the data warehouse infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources on AWS technologies. Maintain compliance of the data warehouse with MatchMove data architecture policy. Responsible for data modelling and validation of master data with original data sources. Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability Work with stakeholders including the Executive,  Finance, Product and Engineering teams to assist with data-related technical issues and support their data infrastructure needs. 	  ","Are you the One?  MatchMove Pay, one of the fastest, award-winning Fin-Tech company, is looking for a couple of experienced Data Engineers to work on in-house data warehouse projects and data modelling.  Job Responsibilities :  Build the data warehouse infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources on AWS technologies. Maintain compliance of the data warehouse with MatchMove data architecture policy. Responsible for data modelling and validation of master data with original data sources. Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability Work with stakeholders including the Executive,  Finance, Product and Engineering teams to assist with data-related technical issues and support their data infrastructure needs. 	  "
Data Security Network Engineer,EIRE SYSTEMS SINGAPORE PTE. LTD.,Full Time,Professional,Information Technology,7000.0,9000.0,Monthly,"The role of an Implementation Services Data Security Engineer is to interpret a customer request and then transform that request into a successful project.  This includes project management, solution design, security solution implementation as well as act as Tier 3 escalation technical support when called upon.  The role is required to act as liaisons to engineers in the Client Architecture and Engineering department in ensuring that global engineering standards and guidelines are adhered to.   Responsibilities include: Requirements verification:  Meeting with Business Clients, Systems Integration, and other IT departments to gather technical requirements, business justification for projects Verify technical requirements for large projects Quickly estimate high-level costs and resource requirements  Solution design:  Evaluating technology options and presenting those that best suit customer requirements. Produce the technical design in the format specified by Client standards.  This requires excellent technical writing skills and proficiency with office automation tools.  Many technical designs will be in excess of 100+ pages and integrate various items including Visio Diagrams, Tables, Charts, and links. Ensure Compliance with all Client Standards for Data and Voice Networks. Assist junior engineers with project costing estimates Generally the first to use new solutions provided by Network Technology engineering team    Project Management  Develop a High-level plan at project initialization that will guide the project through the requirements and pre-sales stage Develop a Detailed project plan that will guide the project through the solution design, procurement, and delivery stages. Hold regular meeting with stake holders to track progress and communicate issues, and delegate tasks Provide Project reporting as required by the Client Minimal Grid Guidelines for Complex and Medium Service Requests  Implementation:  Determining implementation time frames and risks - Coordinating and gaining consensus on change windows with change management and other IT teams and LBM’s Submission and tracking of Change Management tickets for implementation Coordinating the installation of equipment and connections with Move/Add/Change team Testing of network connectivity post implementations Ensuring Compliance of all Changes with Client standards Completing the Acceptance into Service (AIS) Process for all projects. Delivering all Projects and Changes “Right the First Time” as most of our SLA for service uptime are 99.999% and greater.  Failure to deliver right the first time has significant financial penalties. Travel to various customer sites within the Asia Pacific theater is required    General Support:  Provide Tier 3 Technical Support during major incidents and troubleshooting assistance for complex long term issues impacting network performance. Provide Technical consultation as requested by the customer Assist with internal and external audit requests   ","The role of an Implementation Services Data Security Engineer is to interpret a customer request and then transform that request into a successful project.  This includes project management, solution design, security solution implementation as well as act as Tier 3 escalation technical support when called upon.  The role is required to act as liaisons to engineers in the Client Architecture and Engineering department in ensuring that global engineering standards and guidelines are adhered to.   Responsibilities include: Requirements verification:  Meeting with Business Clients, Systems Integration, and other IT departments to gather technical requirements, business justification for projects Verify technical requirements for large projects Quickly estimate high-level costs and resource requirements  Solution design:  Evaluating technology options and presenting those that best suit customer requirements. Produce the technical design in the format specified by Client standards.  This requires excellent technical writing skills and proficiency with office automation tools.  Many technical designs will be in excess of 100+ pages and integrate various items including Visio Diagrams, Tables, Charts, and links. Ensure Compliance with all Client Standards for Data and Voice Networks. Assist junior engineers with project costing estimates Generally the first to use new solutions provided by Network Technology engineering team    Project Management  Develop a High-level plan at project initialization that will guide the project through the requirements and pre-sales stage Develop a Detailed project plan that will guide the project through the solution design, procurement, and delivery stages. Hold regular meeting with stake holders to track progress and communicate issues, and delegate tasks Provide Project reporting as required by the Client Minimal Grid Guidelines for Complex and Medium Service Requests  Implementation:  Determining implementation time frames and risks - Coordinating and gaining consensus on change windows with change management and other IT teams and LBM’s Submission and tracking of Change Management tickets for implementation Coordinating the installation of equipment and connections with Move/Add/Change team Testing of network connectivity post implementations Ensuring Compliance of all Changes with Client standards Completing the Acceptance into Service (AIS) Process for all projects. Delivering all Projects and Changes “Right the First Time” as most of our SLA for service uptime are 99.999% and greater.  Failure to deliver right the first time has significant financial penalties. Travel to various customer sites within the Asia Pacific theater is required    General Support:  Provide Tier 3 Technical Support during major incidents and troubleshooting assistance for complex long term issues impacting network performance. Provide Technical consultation as requested by the customer Assist with internal and external audit requests   "
Data Quality Engineer,ALPHATECH BUSINESS SOLUTIONS PTE. LTD.,Permanent,Senior Executive,Information Technology,6000.0,8000.0,Monthly, Evaluate and recommend solutions via data analysis regarding issues related to the improvement of product qua;oty and resolving of customer feedback Apply software and programming abilities to manage and analyse data from a variety of sources , Evaluate and recommend solutions via data analysis regarding issues related to the improvement of product qua;oty and resolving of customer feedback Apply software and programming abilities to manage and analyse data from a variety of sources 
"VP, Lead DevOps Engineer, Group Consumer Banking and Big Data Analytics Technology, T&O (180001X5)",DBS BANK LTD.,Full Time,Senior Management,Engineering,9500.0,15000.0,Monthly,"Business Function  Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality & control, technology, people capability and innovation. In Group T&O, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels.   Key Accountabilities  Manage the development of the internal engineering productivity tools and environments. Providing DevOps architecture implementation and operational support Architecture and planning for cloud deployments (Private and Public cloud);  Be an innovative and hands-on DevOps engineer capable of looking at both the technology and strategy around the platform. Future-proofing the technical environments and ensuring extreme high levels of automation, availability, scalability and resilience.  Responsibilities   Manage the development of the internal engineering productivity tools and environments. Manage processes, automation, best practices, documentation. Development and operation of continuous integration and deployment pipelines. Monitoring automation to effectively detect/predict/prevent issues in the environment and code base. Ability to conduct research into software issues and products as required Working with the latest tools and techniques  Hands-on coding and mentoring, usually in a pair programming environment  Working in highly collaborative teams and building quality environments. Ability to effectively prioritize and execute tasks in a high-pressure, fast paced, global environment Knowledge in lots of different open source technologies and configurations. ","Business Function  Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality & control, technology, people capability and innovation. In Group T&O, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels.   Key Accountabilities  Manage the development of the internal engineering productivity tools and environments. Providing DevOps architecture implementation and operational support Architecture and planning for cloud deployments (Private and Public cloud);  Be an innovative and hands-on DevOps engineer capable of looking at both the technology and strategy around the platform. Future-proofing the technical environments and ensuring extreme high levels of automation, availability, scalability and resilience.  Responsibilities   Manage the development of the internal engineering productivity tools and environments. Manage processes, automation, best practices, documentation. Development and operation of continuous integration and deployment pipelines. Monitoring automation to effectively detect/predict/prevent issues in the environment and code base. Ability to conduct research into software issues and products as required Working with the latest tools and techniques  Hands-on coding and mentoring, usually in a pair programming environment  Working in highly collaborative teams and building quality environments. Ability to effectively prioritize and execute tasks in a high-pressure, fast paced, global environment Knowledge in lots of different open source technologies and configurations. "
"Vice President, Data Engineering",LAZADA SERVICES SOUTH EAST ASIA PTE. LTD.,Permanent,"Senior Management, Middle Management","Information Technology, Logistics / Supply Chain",13000.0,17000.0,Monthly,"Story of Lazada Group: Launched in 2012, Lazada has grown rapidly to include over 4.900 full-time employees in the region, with eCommerce operations in Indonesia, Malaysia, Philippines, Singapore, Thailand, Vietnam and a sourcing center in Hong Kong that drives cross-border marketplace activities as well as an R&D TechHub in Russia. Revolutionizing the way customers shop in Southeast Asia and perform online transactions across the region, Lazada has reached an online footprint of approximately 9 million unique daily visits to its websites, and the largest Facebook community in Southeast Asia with over 16.5 million fans. Lazada Group owns the biggest and the most efficient technology driven logistics and fulfilment ecosystem in the region – Lazada eLogistics. With 11 own warehouses, 5 sorting centers, 78 last-mile hubs we are ensuring 48 hours delivery of more than 6 million orders every month. Our warehouses cover more than 115 thousands of square miles and it takes less than 2 hours to process every order even during massive sales campaigns. Having our own cross-border operator helps us connect more than 100 million of customers and businesses from all over Asia. Our transportation is driven by our own LEL Express delivery fleet which, together with more than 80 third-party logistics, guarantees high quality 48 hours delivery. All of that would be impossible without sophisticated IT systems, which are being developed and expanded in-house by one of the most experienced and agile tech teams in Southeast Asia! As a Lead Data Engineer in Lazada eLogistics Tech Team, you'll be part of an extremely motivated and experienced group of people. You'll help drive LEL business and be a key contributor. You will also become a mentor for other developers and business members. Does the real-time challenge of dealing with massive datasets (billions of transactions a day) get you excited? If yes, then we would like to speak with you. Lazada eLogistics is using a mix of cutting edge and proven technologies to build new data products that aim to change the E-Logistics landscape. You will be the tech leader of a data engineering team that primarily focuses on productionalizing data pipelines that drive our most critical applications. The tech lead position is the a critical layer that makes sure projects get done. Your daily duties will be:   Drive development of real-time data ingestion pipelines and batch data ingestion pipelines for analysis, machine learning, dashboards, alerts and visualizations.   Drive development of new systems and tools to enable data scientists to consume and analyse data faster and more efficiently.   Design data warehouse and data pipelines ensuring data integrity between systems are maintained.   Architect, build, and launch new data models.   Execute code review of data engineers.   Mentor data engineers in the team.   Convert specs into to working code.   Work and tune data warehousing and data ingest environments.   Script programs and APIs in Python/Go.   Create, monitor and manage low latency ETL and Data pipelines.   Your future benefits will be:    Class ""A” office with the best view on business district of Singapore.   Official employment and relocation coverage.   Medical insurance from the first day.   Comfortable working hours in the office.   Caring and respectful HR team.   Powerful workstations and various software licenses (Mac / Winbook + HD displays to your liking).   Daily snacks, chill-out on Friday and of course high quality coffee.   Personal development system for both specialists and managers.   Choice of hackathons, meetups and other entertainment activities.   Opportunity to become public speaker in technology and take part in industry conferences – for top performers.   Exciting international business travels.   No dress code.  ","Story of Lazada Group: Launched in 2012, Lazada has grown rapidly to include over 4.900 full-time employees in the region, with eCommerce operations in Indonesia, Malaysia, Philippines, Singapore, Thailand, Vietnam and a sourcing center in Hong Kong that drives cross-border marketplace activities as well as an R&D TechHub in Russia. Revolutionizing the way customers shop in Southeast Asia and perform online transactions across the region, Lazada has reached an online footprint of approximately 9 million unique daily visits to its websites, and the largest Facebook community in Southeast Asia with over 16.5 million fans. Lazada Group owns the biggest and the most efficient technology driven logistics and fulfilment ecosystem in the region – Lazada eLogistics. With 11 own warehouses, 5 sorting centers, 78 last-mile hubs we are ensuring 48 hours delivery of more than 6 million orders every month. Our warehouses cover more than 115 thousands of square miles and it takes less than 2 hours to process every order even during massive sales campaigns. Having our own cross-border operator helps us connect more than 100 million of customers and businesses from all over Asia. Our transportation is driven by our own LEL Express delivery fleet which, together with more than 80 third-party logistics, guarantees high quality 48 hours delivery. All of that would be impossible without sophisticated IT systems, which are being developed and expanded in-house by one of the most experienced and agile tech teams in Southeast Asia! As a Lead Data Engineer in Lazada eLogistics Tech Team, you'll be part of an extremely motivated and experienced group of people. You'll help drive LEL business and be a key contributor. You will also become a mentor for other developers and business members. Does the real-time challenge of dealing with massive datasets (billions of transactions a day) get you excited? If yes, then we would like to speak with you. Lazada eLogistics is using a mix of cutting edge and proven technologies to build new data products that aim to change the E-Logistics landscape. You will be the tech leader of a data engineering team that primarily focuses on productionalizing data pipelines that drive our most critical applications. The tech lead position is the a critical layer that makes sure projects get done. Your daily duties will be:   Drive development of real-time data ingestion pipelines and batch data ingestion pipelines for analysis, machine learning, dashboards, alerts and visualizations.   Drive development of new systems and tools to enable data scientists to consume and analyse data faster and more efficiently.   Design data warehouse and data pipelines ensuring data integrity between systems are maintained.   Architect, build, and launch new data models.   Execute code review of data engineers.   Mentor data engineers in the team.   Convert specs into to working code.   Work and tune data warehousing and data ingest environments.   Script programs and APIs in Python/Go.   Create, monitor and manage low latency ETL and Data pipelines.   Your future benefits will be:    Class ""A” office with the best view on business district of Singapore.   Official employment and relocation coverage.   Medical insurance from the first day.   Comfortable working hours in the office.   Caring and respectful HR team.   Powerful workstations and various software licenses (Mac / Winbook + HD displays to your liking).   Daily snacks, chill-out on Friday and of course high quality coffee.   Personal development system for both specialists and managers.   Choice of hackathons, meetups and other entertainment activities.   Opportunity to become public speaker in technology and take part in industry conferences – for top performers.   Exciting international business travels.   No dress code.  "
Data Engineer (Big Data),Company Undisclosed,Full Time,Executive,"Engineering, Information Technology, Others",6000.0,8000.0,Monthly," Being part of the Data Engineering Team to conceptualise, build and maintain the Data Infrastructure for relational as well as Big Data Infrastructure in order to deliver a high performanc Data Environment to process Retail and Shopper Data from various partners. Being responsible for Data Warehousing Design, Data Integration Processes, Database Ressource Planning, Infrastructure Performance, Data Governance and Security Management as well as design, architecture, implementation and documentation of new, scalable ETL processes, pipelines, pathways and dimensional data models. Audit and QA data and processes to ensure data quality and integrity throughout the data ecosystem Work with Data Scientist, Business Consultant and Frontend Developer to build scalable Data Analytics Apps using advanced analytics.     "," Being part of the Data Engineering Team to conceptualise, build and maintain the Data Infrastructure for relational as well as Big Data Infrastructure in order to deliver a high performanc Data Environment to process Retail and Shopper Data from various partners. Being responsible for Data Warehousing Design, Data Integration Processes, Database Ressource Planning, Infrastructure Performance, Data Governance and Security Management as well as design, architecture, implementation and documentation of new, scalable ETL processes, pipelines, pathways and dimensional data models. Audit and QA data and processes to ensure data quality and integrity throughout the data ecosystem Work with Data Scientist, Business Consultant and Frontend Developer to build scalable Data Analytics Apps using advanced analytics.     "
Data Engineer,ZALORA SOUTH EAST ASIA PTE. LTD.,Full Time,Professional,Engineering,4500.0,6000.0,Monthly,"We are looking for a Big Data Engineer happy to design, build, maintain and automate big data environments (datalake, etc…) and the associated data to enable the teams to make use of the high volume of data available from our e-commerce activities. You should be proficient in: - Technical background:  Linux Big Data technologies (Redshift, BigQuery, Spark, Glue, Parquet…) Industrialization (Ansible..), Orchestration (Kubernetes…), containers in cloud (Docker, AWS…) Strong experience in resilient architecture (high availability, scalability) Data management: you have experience in integrating and managing large volumes of Data while taking into account performance issues Coding skills: skills in one or more scripting languages (Perl, Ruby…) as well as one or more development languages (Python, Java…)  Soft skills: while being a tech automation enthusiast with a passion for building tools to make developers' lives easier, you also want and know how to share your expertise with other people to empower them. Agile and DevOps approach, with an operational experience as an Ops in a demanding environment. You know what it’s like to manage in production critical systems and you have experience in sharing this knowledge to the teams to enable a “you build it / you run it” mindset.","We are looking for a Big Data Engineer happy to design, build, maintain and automate big data environments (datalake, etc…) and the associated data to enable the teams to make use of the high volume of data available from our e-commerce activities. You should be proficient in: - Technical background:  Linux Big Data technologies (Redshift, BigQuery, Spark, Glue, Parquet…) Industrialization (Ansible..), Orchestration (Kubernetes…), containers in cloud (Docker, AWS…) Strong experience in resilient architecture (high availability, scalability) Data management: you have experience in integrating and managing large volumes of Data while taking into account performance issues Coding skills: skills in one or more scripting languages (Perl, Ruby…) as well as one or more development languages (Python, Java…)  Soft skills: while being a tech automation enthusiast with a passion for building tools to make developers' lives easier, you also want and know how to share your expertise with other people to empower them. Agile and DevOps approach, with an operational experience as an Ops in a demanding environment. You know what it’s like to manage in production critical systems and you have experience in sharing this knowledge to the teams to enable a “you build it / you run it” mindset."
senior Big data Engineer,SMARTSOFT PTE. LTD.,Full Time,Senior Executive,Information Technology,4000.0,8000.0,Monthly," Massive data: You will source / examine, analyze, engineer data pipelines for gigabytes/terabytes of structured and unstructured data with our platform to create value for customers. Pushing the limits: This role will be on the cutting edge of our Data / Machine Learning platform. As we push to solve more of our customer challenges, you will be prototyping new features, tools and ideas. Innovate at a very fast pace to maintain our competitive edge. Linux hacking: You will be masterfully using the command line, including tools like vi/emacs and understanding beyond basics of grep, bash, awk, sed, etc to aggressively dive into data, systems, and compute platforms to get the results you are seeking. Production deployment: You will be responsible for integration and deployment of the machine learning pipelines into production where your ideas can come to life. Coordinate and work with cross functional teams, sometimes located at different geo locations. "," Massive data: You will source / examine, analyze, engineer data pipelines for gigabytes/terabytes of structured and unstructured data with our platform to create value for customers. Pushing the limits: This role will be on the cutting edge of our Data / Machine Learning platform. As we push to solve more of our customer challenges, you will be prototyping new features, tools and ideas. Innovate at a very fast pace to maintain our competitive edge. Linux hacking: You will be masterfully using the command line, including tools like vi/emacs and understanding beyond basics of grep, bash, awk, sed, etc to aggressively dive into data, systems, and compute platforms to get the results you are seeking. Production deployment: You will be responsible for integration and deployment of the machine learning pipelines into production where your ideas can come to life. Coordinate and work with cross functional teams, sometimes located at different geo locations. "
Data Engineer - SQL  /  Big Data  /  Java,DENODO TECHNOLOGIES PTE. LTD.,Full Time,Professional,Engineering,,,,"Your Opportunity Denodo is always looking for technical, passionate people to join our Services Engineering team. We want a professional who will travel, consult, develop, train and troubleshoot to enhance our clients’ journey around Data Virtualization. Your mission: to help people realize their full potential through accelerated adoption and productive use of Denodo solutions. In this role you will successfully employ a combination of high technical expertise and client management skills to conduct on-site and off-site consulting, product implementation and solutions development in either short or long-term engagements being critical point of contact for getting things done among Denodo, partners and client teams. Duties & Responsibilities  Obtain and maintain strong knowledge of the Denodo Platform, be able to deliver a superb technical pitch, including overview of our key and advanced features and benefits, services offerings, differentiation, and competitive positioning. Constantly learn new things and maintain an overview of modern technologies. Be able to address a majority of technical questions concerning customization, integration, enterprise architecture and general feature / functionality of our product. Capable of building and/or leading the development of custom deployments based and beyond client’s requirements. Provide timely, prioritized and complete customer-based feedback to Product Management, Sales, Support and/or Development regarding client’s business cases, requirements and issues. Train and engage clients in the product architecture, configuration, and use of the Denodo Platform. Promote knowledge and best practices while managing deliverables and client expectations. Manage client expectations, establish credibility at all levels within the client and build problem-solving partnerships with the client, partners and colleagues. Provide technical consulting, training and support. Develop white papers, presentations, training materials or documentation on related topics ","Your Opportunity Denodo is always looking for technical, passionate people to join our Services Engineering team. We want a professional who will travel, consult, develop, train and troubleshoot to enhance our clients’ journey around Data Virtualization. Your mission: to help people realize their full potential through accelerated adoption and productive use of Denodo solutions. In this role you will successfully employ a combination of high technical expertise and client management skills to conduct on-site and off-site consulting, product implementation and solutions development in either short or long-term engagements being critical point of contact for getting things done among Denodo, partners and client teams. Duties & Responsibilities  Obtain and maintain strong knowledge of the Denodo Platform, be able to deliver a superb technical pitch, including overview of our key and advanced features and benefits, services offerings, differentiation, and competitive positioning. Constantly learn new things and maintain an overview of modern technologies. Be able to address a majority of technical questions concerning customization, integration, enterprise architecture and general feature / functionality of our product. Capable of building and/or leading the development of custom deployments based and beyond client’s requirements. Provide timely, prioritized and complete customer-based feedback to Product Management, Sales, Support and/or Development regarding client’s business cases, requirements and issues. Train and engage clients in the product architecture, configuration, and use of the Denodo Platform. Promote knowledge and best practices while managing deliverables and client expectations. Manage client expectations, establish credibility at all levels within the client and build problem-solving partnerships with the client, partners and colleagues. Provide technical consulting, training and support. Develop white papers, presentations, training materials or documentation on related topics "
